OID_PUMA5_20|GEOID_PUMA5_20|NAMELSAD_PUMA5_20|AREALAND_PUMA5_20|AREAWATER_PUMA5_20|MTFCC_PUMA5_20|FUNCSTAT_PUMA5_20|OID_PUMA5_10|GEOID_PUMA5_10|NAMELSAD_PUMA5_10|AREALAND_PUMA5_10|AREAWATER_PUMA5_10|MTFCC_PUMA5_10|FUNCSTAT_PUMA5_10|AREALAND_PART|AREAWATER_PART
217704486618380|1208607|Miami-Dade County (Northeast)--Greater Hialeah City (North) PUMA|21302969|1574918|G6120|S|217404486614138|1208601|Miami-Dade County (North Central)--Greater Miami Lakes Town PUMA|76520362|10589782|G6120|S|3032262|76418
217704486618380|1208607|Miami-Dade County (Northeast)--Greater Hialeah City (North) PUMA|21302969|1574918|G6120|S|217404486618380|1208607|Miami-Dade County (Northeast)--Hialeah City (North Central) PUMA|18223895|1480136|G6120|S|18223895|1465464
217704486618380|1208607|Miami-Dade County (Northeast)--Greater Hialeah City (North) PUMA|21302969|1574918|G6120|S|217404486614067|1208608|Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau PUMA|221723242|30330558|G6120|S|46812|33036
217704486614067|1208608|Miami-Dade County (North Central)--Sweetwater City & Fontainebleau PUMA|174528538|22206467|G6120|S|217404486614138|1208601|Miami-Dade County (North Central)--Greater Miami Lakes Town PUMA|76520362|10589782|G6120|S|110278|28887
217704486614067|1208608|Miami-Dade County (North Central)--Sweetwater City & Fontainebleau PUMA|174528538|22206467|G6120|S|217404486614067|1208608|Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau PUMA|221723242|30330558|G6120|S|167599152|21991766
217704486614067|1208608|Miami-Dade County (North Central)--Sweetwater City & Fontainebleau PUMA|174528538|22206467|G6120|S|217404486618378|1208610|Miami-Dade County (Central)--Miami Springs City & Miami International Airport PUMA|55218098|2226794|G6120|S|6815565|185415
217704486614067|1208608|Miami-Dade County (North Central)--Sweetwater City & Fontainebleau PUMA|174528538|22206467|G6120|S|217404486618371|1208615|Miami-Dade County (East Central)--Miami City (West) PUMA|22287499|431698|G6120|S|3543|399
217704486618379|1208609|Miami-Dade County (Northeast)--Hialeah City (South) PUMA|30526812|621487|G6120|S|217404486618380|1208607|Miami-Dade County (Northeast)--Hialeah City (North Central) PUMA|18223895|1480136|G6120|S|0|14672
217704486618379|1208609|Miami-Dade County (Northeast)--Hialeah City (South) PUMA|30526812|621487|G6120|S|217404486618379|1208609|Miami-Dade County (Northeast)--Hialeah City (South Central) PUMA|25146892|565693|G6120|S|25043448|565033
217704486618379|1208609|Miami-Dade County (Northeast)--Hialeah City (South) PUMA|30526812|621487|G6120|S|217404486618378|1208610|Miami-Dade County (Central)--Miami Springs City & Miami International Airport PUMA|55218098|2226794|G6120|S|5483364|41782
217704486618378|1208610|Miami-Dade County (Central)--MIA, Miami Springs & Doral Cities PUMA|87392927|10311285|G6120|S|217404486614067|1208608|Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau PUMA|221723242|30330558|G6120|S|54077278|8305756
217704486618378|1208610|Miami-Dade County (Central)--MIA, Miami Springs & Doral Cities PUMA|87392927|10311285|G6120|S|217404486618379|1208609|Miami-Dade County (Northeast)--Hialeah City (South Central) PUMA|25146892|565693|G6120|S|0|444
217704486618378|1208610|Miami-Dade County (Central)--MIA, Miami Springs & Doral Cities PUMA|87392927|10311285|G6120|S|217404486618378|1208610|Miami-Dade County (Central)--Miami Springs City & Miami International Airport PUMA|55218098|2226794|G6120|S|33047037|1957175
217704486618378|1208610|Miami-Dade County (Central)--MIA, Miami Springs & Doral Cities PUMA|87392927|10311285|G6120|S|217404486618371|1208615|Miami-Dade County (East Central)--Miami City (West) PUMA|22287499|431698|G6120|S|268612|47910
217704486599261|1208611|Miami-Dade County (Northeast Central)--Miami City (North) PUMA|27210696|12406451|G6120|S|217404486599261|1208611|Miami-Dade County (Northeast Central)--Miami City (North) PUMA|25629052|8616914|G6120|S|25280266|7209897
217704486599261|1208611|Miami-Dade County (Northeast Central)--Miami City (North) PUMA|27210696|12406451|G6120|S|217404486582533|1208612|Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village PUMA|29997293|36751963|G6120|S|1930430|5196554
217704486582533|1208612|Miami-Dade County (Northeast)--Miami Beach City, Surfside & Bay Harbor Islands Towns PUMA|25436929|37977706|G6120|S|217404486582327|1208604|Miami-Dade County (Northeast)--Aventura City & Surfside Town PUMA|25978213|19176742|G6120|S|5665970|7054824
217704486582533|1208612|Miami-Dade County (Northeast)--Miami Beach City, Surfside & Bay Harbor Islands Towns PUMA|25436929|37977706|G6120|S|217404486599261|1208611|Miami-Dade County (Northeast Central)--Miami City (North) PUMA|25629052|8616914|G6120|S|346234|1407017
217704486582533|1208612|Miami-Dade County (Northeast)--Miami Beach City, Surfside & Bay Harbor Islands Towns PUMA|25436929|37977706|G6120|S|217404486582533|1208612|Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village PUMA|29997293|36751963|G6120|S|19271601|29326445
217704486582533|1208612|Miami-Dade County (Northeast)--Miami Beach City, Surfside & Bay Harbor Islands Towns PUMA|25436929|37977706|G6120|S|217404486599316|1208613|Miami-Dade County (Northeast Central)--Miami City (Downtown) PUMA|19588139|4512338|G6120|S|153124|189420
217704486599316|1208613|Miami-Dade County (Northeast Central)--Miami City (Downtown) PUMA|21923825|4365136|G6120|S|217404486618378|1208610|Miami-Dade County (Central)--Miami Springs City & Miami International Airport PUMA|55218098|2226794|G6120|S|2486858|42218
217704486599316|1208613|Miami-Dade County (Northeast Central)--Miami City (Downtown) PUMA|21923825|4365136|G6120|S|217404486599261|1208611|Miami-Dade County (Northeast Central)--Miami City (North) PUMA|25629052|8616914|G6120|S|1952|0
217704486599316|1208613|Miami-Dade County (Northeast Central)--Miami City (Downtown) PUMA|21923825|4365136|G6120|S|217404486599316|1208613|Miami-Dade County (Northeast Central)--Miami City (Downtown) PUMA|19588139|4512338|G6120|S|19435015|4322918
217704486582630|1208614|Miami-Dade County (East)--Miami City (South) & Key Biscayne Village PUMA|31811128|34464948|G6120|S|217404486582630|1208614|Miami-Dade County (East)--Miami City (East) & Key Biscayne Village PUMA|32439698|34464948|G6120|S|31811128|34464948
217704486618371|1208615|Miami-Dade County (East Central)--Miami City (West) PUMA|22643914|383593|G6120|S|217404486618378|1208610|Miami-Dade County (Central)--Miami Springs City & Miami International Airport PUMA|55218098|2226794|G6120|S|0|204
217704486618371|1208615|Miami-Dade County (East Central)--Miami City (West) PUMA|22643914|383593|G6120|S|217404486582630|1208614|Miami-Dade County (East)--Miami City (East) & Key Biscayne Village PUMA|32439698|34464948|G6120|S|628570|0
217704486618371|1208615|Miami-Dade County (East Central)--Miami City (West) PUMA|22643914|383593|G6120|S|217404486618371|1208615|Miami-Dade County (East Central)--Miami City (West) PUMA|22287499|431698|G6120|S|22015344|383389
217704486583484|1208616|Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South) PUMA|76438270|13186623|G6120|S|217404486583484|1208616|Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South) PUMA|75740803|13185211|G6120|S|75730307|13185211
217704486583484|1208616|Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South) PUMA|76438270|13186623|G6120|S|217404486611678|1208617|Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace PUMA|43353836|1917942|G6120|S|16276|1371
217704486583484|1208616|Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South) PUMA|76438270|13186623|G6120|S|217404486618372|1208620|Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes PUMA|51027492|1424496|G6120|S|691687|41
217704486611678|1208617|Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace PUMA|43337560|1914705|G6120|S|217404486611678|1208617|Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace PUMA|43353836|1917942|G6120|S|43337560|1914705
217704486613334|1208618|Miami-Dade County (North Central)--Tamiami Trail Region (South), Tamiami PUMA|52268857|2058024|G6120|S|217404486613334|1208618|Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami PUMA|52268857|2058024|G6120|S|52268857|2058024
217704486612817|1208619|Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South) PUMA|37921062|5846343|G6120|S|217404486612817|1208619|Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South) PUMA|37921062|5846343|G6120|S|37921062|5846343
217704486618372|1208620|Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes PUMA|50336604|1426321|G6120|S|217404486583484|1208616|Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South) PUMA|75740803|13185211|G6120|S|799|0
217704486618372|1208620|Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes PUMA|50336604|1426321|G6120|S|217404486611678|1208617|Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace PUMA|43353836|1917942|G6120|S|0|1866
217704486618372|1208620|Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes PUMA|50336604|1426321|G6120|S|217404486618372|1208620|Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes PUMA|51027492|1424496|G6120|S|50335805|1424455
217704486612396|1208621|Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk PUMA|101140094|3505311|G6120|S|217404486583484|1208616|Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South) PUMA|75740803|13185211|G6120|S|9697|0
217704486612396|1208621|Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk PUMA|101140094|3505311|G6120|S|217404486612396|1208621|Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk PUMA|84864540|2642378|G6120|S|84864540|2642378
217704486612396|1208621|Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk PUMA|101140094|3505311|G6120|S|217404486612185|1208622|Miami-Dade County (Southwest)--South Miami Heights PUMA|134023234|1381215|G6120|S|16265857|861399
217704486612396|1208621|Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk PUMA|101140094|3505311|G6120|S|217404486581133|1208700|Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties PUMA|6066314718|12205634350|G6120|S|0|1534
217704486612185|1208622|Miami-Dade County (Southwest)--South Miami Heights PUMA|150378449|1610066|G6120|S|217404486612185|1208622|Miami-Dade County (Southwest)--South Miami Heights PUMA|134023234|1381215|G6120|S|109418174|489540
217704486612185|1208622|Miami-Dade County (Southwest)--South Miami Heights PUMA|150378449|1610066|G6120|S|217404486584011|1208623|Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village PUMA|125612842|27060368|G6120|S|22548832|554772
217704486612185|1208622|Miami-Dade County (Southwest)--South Miami Heights PUMA|150378449|1610066|G6120|S|217404486599566|1208624|Miami-Dade County (South)--Homestead City (North) & Florida City (North) PUMA|75391210|1308809|G6120|S|18411443|565754
217704486584011|1208623|Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village PUMA|111403213|26534306|G6120|S|217404486612185|1208622|Miami-Dade County (Southwest)--South Miami Heights PUMA|134023234|1381215|G6120|S|8339203|30276
217704486584011|1208623|Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village PUMA|111403213|26534306|G6120|S|217404486584011|1208623|Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village PUMA|125612842|27060368|G6120|S|103064010|26503449
217704486584011|1208623|Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village PUMA|111403213|26534306|G6120|S|217404486581133|1208700|Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties PUMA|6066314718|12205634350|G6120|S|0|581
217704486599566|1208624|Miami-Dade County (South)--Homestead City (North) & Florida City (North) PUMA|57025078|764687|G6120|S|217404486599566|1208624|Miami-Dade County (South)--Homestead City (North) & Florida City (North) PUMA|75391210|1308809|G6120|S|56979767|743055
217704486599566|1208624|Miami-Dade County (South)--Homestead City (North) & Florida City (North) PUMA|57025078|764687|G6120|S|217404486581133|1208700|Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties PUMA|6066314718|12205634350|G6120|S|45311|21632
2177029730303821|1208625|Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties PUMA|6066272619|12205622092|G6120|S|217404486584478|1202103|Collier County (East) PUMA|4810015046|290183609|G6120|S|3212|9342
2177029730303821|1208625|Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties PUMA|6066272619|12205622092|G6120|S|217404486584011|1208623|Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village PUMA|125612842|27060368|G6120|S|0|2147
2177029730303821|1208625|Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties PUMA|6066272619|12205622092|G6120|S|217404486581133|1208700|Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties PUMA|6066314718|12205634350|G6120|S|6066269407|12205610603
2177029730303802|1209101|Okaloosa County (North) PUMA|2295814247|35404187|G6120|S|217404486581055|1209100|Okaloosa County PUMA|2409192557|819717338|G6120|S|2295814247|35404187
2177029730303797|1209102|Okaloosa County (South) PUMA|113378310|784313151|G6120|S|217404486581055|1209100|Okaloosa County PUMA|2409192557|819717338|G6120|S|113378310|784313151
217704486618565|1209501|Orange County (Northwest) PUMA|350096646|24578149|G6120|S|217404486618391|1206901|Lake County (North) PUMA|1127343160|161681101|G6120|S|55499|7155
217704486618565|1209501|Orange County (Northwest) PUMA|350096646|24578149|G6120|S|217404486618390|1206903|Lake (South) & Sumter (South) Counties PUMA|2016366649|311259923|G6120|S|127234|1305
217704486618565|1209501|Orange County (Northwest) PUMA|350096646|24578149|G6120|S|217404486618565|1209501|Orange County (Northwest) PUMA|349913833|24569992|G6120|S|349911631|24569689
217704486618565|1209501|Orange County (Northwest) PUMA|350096646|24578149|G6120|S|217404486618602|1209502|Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town PUMA|137050493|107568188|G6120|S|2282|0
217704486618602|1209502|Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town PUMA|137048211|107568188|G6120|S|217404486618602|1209502|Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town PUMA|137050493|107568188|G6120|S|137048211|107568188
217704486618582|1209503|Orange County (Southwest)--Disney-International Drive Region PUMA|339289182|50216569|G6120|S|217404486618582|1209503|Orange County (Southwest)--Disney-International Drive Region PUMA|339285283|50216569|G6120|S|339284691|50216569
217704486618582|1209503|Orange County (Southwest)--Disney-International Drive Region PUMA|339289182|50216569|G6120|S|217404486618367|1209509|Orange County (Southeast) PUMA|597703617|26436322|G6120|S|61|0
217704486618582|1209503|Orange County (Southwest)--Disney-International Drive Region PUMA|339289182|50216569|G6120|S|217404486618395|1209701|Osceola County (West) PUMA|478013606|40719385|G6120|S|4430|0
217704486618394|1209504|Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUMA|115337032|14936142|G6120|S|217404486618394|1209504|Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUMA|89545831|13871401|G6120|S|89387952|13871401
217704486618394|1209504|Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUMA|115337032|14936142|G6120|S|217404486618457|1209505|Orange County (Central)--Orlando City (East Downtown) & Azalea Park PUMA|64158451|3935956|G6120|S|799|0
217704486618394|1209504|Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUMA|115337032|14936142|G6120|S|217404486618367|1209509|Orange County (Southeast) PUMA|597703617|26436322|G6120|S|25923893|1064741
217704486618394|1209504|Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUMA|115337032|14936142|G6120|S|217404486618366|1209510|Orange County (Northeast) PUMA|523525422|12290368|G6120|S|24388|0
217704486618457|1209505|Orange County (Central)--Orlando City (East Downtown) & Azalea Park PUMA|64177271|3935956|G6120|S|217404486618394|1209504|Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUMA|89545831|13871401|G6120|S|1990|0
217704486618457|1209505|Orange County (Central)--Orlando City (East Downtown) & Azalea Park PUMA|64177271|3935956|G6120|S|217404486618457|1209505|Orange County (Central)--Orlando City (East Downtown) & Azalea Park PUMA|64158451|3935956|G6120|S|64155634|3935956
217704486618457|1209505|Orange County (Central)--Orlando City (East Downtown) & Azalea Park PUMA|64177271|3935956|G6120|S|217404486618627|1209507|Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA|83534329|13824436|G6120|S|16769|0
217704486618457|1209505|Orange County (Central)--Orlando City (East Downtown) & Azalea Park PUMA|64177271|3935956|G6120|S|217404486618385|1209508|Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park PUMA|84307491|3542084|G6120|S|2878|0
217704486618636|1209506|Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast) PUMA|67212194|6349682|G6120|S|217404486618394|1209504|Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUMA|89545831|13871401|G6120|S|155889|0
217704486618636|1209506|Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast) PUMA|67212194|6349682|G6120|S|217404486618457|1209505|Orange County (Central)--Orlando City (East Downtown) & Azalea Park PUMA|64158451|3935956|G6120|S|1491|0
217704486618636|1209506|Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast) PUMA|67212194|6349682|G6120|S|217404486618636|1209506|Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast) PUMA|67033612|6349682|G6120|S|67031498|6349682
217704486618636|1209506|Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast) PUMA|67212194|6349682|G6120|S|217404486618627|1209507|Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA|83534329|13824436|G6120|S|23316|0
217704486618627|1209507|Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA|83451494|13824951|G6120|S|217404486618565|1209501|Orange County (Northwest) PUMA|349913833|24569992|G6120|S|2094|0
217704486618627|1209507|Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA|83451494|13824951|G6120|S|217404486618457|1209505|Orange County (Central)--Orlando City (East Downtown) & Azalea Park PUMA|64158451|3935956|G6120|S|527|0
217704486618627|1209507|Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA|83451494|13824951|G6120|S|217404486618636|1209506|Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast) PUMA|67033612|6349682|G6120|S|2114|0
217704486618627|1209507|Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA|83451494|13824951|G6120|S|217404486618627|1209507|Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA|83534329|13824436|G6120|S|83445675|13824436
217704486618627|1209507|Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA|83451494|13824951|G6120|S|217404486618435|1211701|Seminole County (West) PUMA|154206786|9826436|G6120|S|1084|515
217704486618385|1209508|Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park PUMA|84265729|3542084|G6120|S|217404486618627|1209507|Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA|83534329|13824436|G6120|S|41643|0
217704486618385|1209508|Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park PUMA|84265729|3542084|G6120|S|217404486618385|1209508|Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park PUMA|84307491|3542084|G6120|S|84222210|3542084
217704486618385|1209508|Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park PUMA|84265729|3542084|G6120|S|217404486618366|1209510|Orange County (Northeast) PUMA|523525422|12290368|G6120|S|1876|0
217704486618367|1209509|Orange County (Southeast) PUMA|572007672|25402897|G6120|S|217404486598623|1200901|Brevard County (Northwest)--Titusville, Rockledge & Cocoa Cities PUMA|812231876|120004924|G6120|S|2083|21130
217704486618367|1209509|Orange County (Southeast) PUMA|572007672|25402897|G6120|S|217404486618367|1209509|Orange County (Southeast) PUMA|597703617|26436322|G6120|S|571725601|25371581
217704486618367|1209509|Orange County (Southeast) PUMA|572007672|25402897|G6120|S|217404486618366|1209510|Orange County (Northeast) PUMA|523525422|12290368|G6120|S|279988|10186
217704486618366|1209510|Orange County (Northeast) PUMA|523344929|12298689|G6120|S|217404486598623|1200901|Brevard County (Northwest)--Titusville, Rockledge & Cocoa Cities PUMA|812231876|120004924|G6120|S|1122|28158
217704486618366|1209510|Orange County (Northeast) PUMA|523344929|12298689|G6120|S|217404486618385|1209508|Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park PUMA|84307491|3542084|G6120|S|70816|0
217704486618366|1209510|Orange County (Northeast) PUMA|523344929|12298689|G6120|S|217404486618367|1209509|Orange County (Southeast) PUMA|597703617|26436322|G6120|S|54062|0
217704486618366|1209510|Orange County (Northeast) PUMA|523344929|12298689|G6120|S|217404486618366|1209510|Orange County (Northeast) PUMA|523525422|12290368|G6120|S|523218929|12270531
217704486618395|1209701|Osceola County (West) PUMA|364301292|22970422|G6120|S|217404486618395|1209701|Osceola County (West) PUMA|478013606|40719385|G6120|S|364301292|22970422
217704486618368|1209702|Osceola County (East) PUMA|2885667131|395134119|G6120|S|217404486618368|1209702|Osceola County (East) PUMA|2960319752|421415722|G6120|S|2885667131|395134119
2177029730303812|1209703|Osceola County (West)--Kissimmee PUMA|188360505|44030566|G6120|S|217404486618395|1209701|Osceola County (West) PUMA|478013606|40719385|G6120|S|113707884|17748963
2177029730303812|1209703|Osceola County (West)--Kissimmee PUMA|188360505|44030566|G6120|S|217404486618368|1209702|Osceola County (East) PUMA|2960319752|421415722|G6120|S|74652621|26281603
217704486581400|1209901|Palm Beach County (Northeast) PUMA|215165976|14755829|G6120|S|217404486581091|1208500|Martin County PUMA|1407842563|542052866|G6120|S|2210|0
217704486581400|1209901|Palm Beach County (Northeast) PUMA|215165976|14755829|G6120|S|217404486581400|1209901|Palm Beach County (Northeast) PUMA|204656069|14755748|G6120|S|204419418|14754957
217704486581400|1209901|Palm Beach County (Northeast) PUMA|215165976|14755829|G6120|S|217404486581096|1209902|Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA|274981343|389626175|G6120|S|10744348|872
217704486581096|1209902|Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA|264599646|389316255|G6120|S|217404486581400|1209901|Palm Beach County (Northeast) PUMA|204656069|14755748|G6120|S|236651|791
217704486581096|1209902|Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA|264599646|389316255|G6120|S|217404486581096|1209902|Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA|274981343|389626175|G6120|S|264172445|389290122
217704486581096|1209902|Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA|264599646|389316255|G6120|S|217404486581402|1209903|Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town PUMA|97742765|26401269|G6120|S|0|25342
217704486581096|1209902|Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA|264599646|389316255|G6120|S|217404486616622|1209911|Palm Beach County (West)--Glades & Western Communities PUMA|3729854674|619668548|G6120|S|190550|0
217704486581402|1209903|Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town PUMA|97783251|26417499|G6120|S|217404486581096|1209902|Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA|274981343|389626175|G6120|S|2196|38907
217704486581402|1209903|Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town PUMA|97783251|26417499|G6120|S|217404486581402|1209903|Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town PUMA|97742765|26401269|G6120|S|97742765|26375927
217704486581402|1209903|Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town PUMA|97783251|26417499|G6120|S|217404486618369|1209904|Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA|66933121|1868267|G6120|S|38290|2665
217704486618369|1209904|Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA|66894587|1865602|G6120|S|217404486618369|1209904|Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA|66933121|1868267|G6120|S|66894587|1865602
217704486581491|1209905|Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City PUMA|67688610|6893116|G6120|S|217404486581491|1209905|Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City PUMA|68037269|7445540|G6120|S|67669030|6890972
217704486581491|1209905|Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City PUMA|67688610|6893116|G6120|S|217404486581524|1209906|Palm Beach County (East Central)--Greater Boynton Beach City (North) PUMA|103604101|10466336|G6120|S|19580|2144
217704486581524|1209906|Palm Beach County (East Central)--Greater Boynton Beach City (North) PUMA|103908297|11001825|G6120|S|217404486581491|1209905|Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City PUMA|68037269|7445540|G6120|S|368239|554568
217704486581524|1209906|Palm Beach County (East Central)--Greater Boynton Beach City (North) PUMA|103908297|11001825|G6120|S|217404486581524|1209906|Palm Beach County (East Central)--Greater Boynton Beach City (North) PUMA|103604101|10466336|G6120|S|103540058|10447257
217704486581545|1209907|Palm Beach County (Southeast)--Greater Delray Beach City PUMA|90050411|4350720|G6120|S|217404486581524|1209906|Palm Beach County (East Central)--Greater Boynton Beach City (North) PUMA|103604101|10466336|G6120|S|44463|16935
217704486581545|1209907|Palm Beach County (Southeast)--Greater Delray Beach City PUMA|90050411|4350720|G6120|S|217404486581545|1209907|Palm Beach County (Southeast)--Greater Delray Beach City PUMA|90193350|4363126|G6120|S|90005948|4333785
217704486581552|1209908|Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town PUMA|96549482|8391192|G6120|S|217404486581096|1209902|Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA|274981343|389626175|G6120|S|0|295975
217704486581552|1209908|Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town PUMA|96549482|8391192|G6120|S|217404486581545|1209907|Palm Beach County (Southeast)--Greater Delray Beach City PUMA|90193350|4363126|G6120|S|187402|29341
217704486581552|1209908|Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town PUMA|96549482|8391192|G6120|S|217404486581552|1209908|Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town PUMA|96361326|8065876|G6120|S|96361326|8065876
217704486581552|1209908|Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town PUMA|96549482|8391192|G6120|S|217404486618370|1209909|Palm Beach County (West of Boca Raton City) PUMA|91279379|780796|G6120|S|754|0
217704486618370|1209909|Palm Beach County (West of Boca Raton City) PUMA|86675757|780796|G6120|S|217404486618370|1209909|Palm Beach County (West of Boca Raton City) PUMA|91279379|780796|G6120|S|86675757|780796
217704486618376|1209910|Palm Beach County (Central)--Wellington Village & Agricultural Reserve PUMA|268313603|1509258|G6120|S|217404486618369|1209904|Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA|66933121|1868267|G6120|S|244|0
217704486618376|1209910|Palm Beach County (Central)--Wellington Village & Agricultural Reserve PUMA|268313603|1509258|G6120|S|217404486618370|1209909|Palm Beach County (West of Boca Raton City) PUMA|91279379|780796|G6120|S|4602868|0
217704486618376|1209910|Palm Beach County (Central)--Wellington Village & Agricultural Reserve PUMA|268313603|1509258|G6120|S|217404486618376|1209910|Palm Beach County (Central)--Wellington Village & Agricultural Reserve PUMA|263864498|1509258|G6120|S|262754497|1509258
217704486618376|1209910|Palm Beach County (Central)--Wellington Village & Agricultural Reserve PUMA|268313603|1509258|G6120|S|217404486616622|1209911|Palm Beach County (West)--Glades & Western Communities PUMA|3729854674|619668548|G6120|S|955994|0
