OID_PUMA5_20|GEOID_PUMA5_20|NAMELSAD_PUMA5_20|AREALAND_PUMA5_20|AREAWATER_PUMA5_20|MTFCC_PUMA5_20|FUNCSTAT_PUMA5_20|OID_UA_20|GEOID_UA_20|NAMELSAD_UA_20|AREALAND_UA_20|AREAWATER_UA_20|MTFCC_UA_20|FUNCSTAT_UA_20|AREALAND_PART|AREAWATER_PART
2177029550569669|2001800|Southwest Kansas--Dodge City, Garden City & Liberal City PUMA|30764471935|24536346|G6120|S|27070264985393|24337|Dodge City, KS Urban Area|28277230|332221|G3500|S|28277230|332221
2177029550569669|2001800|Southwest Kansas--Dodge City, Garden City & Liberal City PUMA|30764471935|24536346|G6120|S|27070263136839|32518|Garden City, KS Urban Area|33020228|67931|G3500|S|33020228|67931
2177029550569669|2001800|Southwest Kansas--Dodge City, Garden City & Liberal City PUMA|30764471935|24536346|G6120|S|27070111215732|49636|Liberal, KS Urban Area|27496063|572999|G3500|S|27496063|572999
2177029550569669|2001800|Southwest Kansas--Dodge City, Garden City & Liberal City PUMA|30764471935|24536346|G6120|S|27070105195861|89407|Ulysses, KS Urban Area|7210802|4197|G3500|S|7210802|4197
217704485455679|2100100|Purchase Area Development District PUMA|6144190530|414350960|G6120|S||||||||5968996257|413299504
217704485455679|2100100|Purchase Area Development District PUMA|6144190530|414350960|G6120|S|27070188223108|07057|Benton, KY Urban Area|10688616|141709|G3500|S|10688616|141709
217704485455679|2100100|Purchase Area Development District PUMA|6144190530|414350960|G6120|S|27070146161831|32032|Fulton, KY--TN Urban Area|8175253|46670|G3500|S|5069797|45760
217704485455679|2100100|Purchase Area Development District PUMA|6144190530|414350960|G6120|S|27070147256640|55765|Mayfield, KY Urban Area|24373241|157581|G3500|S|24373241|157581
217704485455679|2100100|Purchase Area Development District PUMA|6144190530|414350960|G6120|S|27070211509758|60787|Murray, KY Urban Area|30659893|41062|G3500|S|30659893|41062
217704485455679|2100100|Purchase Area Development District PUMA|6144190530|414350960|G6120|S|27070153128386|66781|Paducah, KY--IL Urban Area|107253440|693595|G3500|S|104402726|665344
217704485458006|2100200|Pennyrile Area Development District (North) PUMA|5251107983|175987525|G6120|S||||||||5166998558|175362552
217704485458006|2100200|Pennyrile Area Development District (North) PUMA|5251107983|175987525|G6120|S|2707032391318087|14960|Central City, KY Urban Area|11082153|9017|G3500|S|11082153|9017
217704485458006|2100200|Pennyrile Area Development District (North) PUMA|5251107983|175987525|G6120|S|2707032391318090|35309|Greenville, KY Urban Area|14140638|251381|G3500|S|14140638|251381
217704485458006|2100200|Pennyrile Area Development District (North) PUMA|5251107983|175987525|G6120|S|27070176177339|53227|Madisonville, KY Urban Area|41735701|306462|G3500|S|41735701|306462
217704485458006|2100200|Pennyrile Area Development District (North) PUMA|5251107983|175987525|G6120|S|27070153128386|66781|Paducah, KY--IL Urban Area|107253440|693595|G3500|S|1340431|22799
217704485458006|2100200|Pennyrile Area Development District (North) PUMA|5251107983|175987525|G6120|S|27070210312045|72343|Princeton, KY Urban Area|15810502|35314|G3500|S|15810502|35314
217704485561693|2100300|Pennyrile Area Development District (South) PUMA|4525639122|237244094|G6120|S||||||||4431870980|236930921
217704485561693|2100300|Pennyrile Area Development District (South) PUMA|4525639122|237244094|G6120|S|27070140444355|17317|Clarksville, TN--KY Urban Area|292896076|154654|G3500|S|34657774|27832
217704485561693|2100300|Pennyrile Area Development District (South) PUMA|4525639122|237244094|G6120|S|27070140444358|40078|Hopkinsville, KY Urban Area|59110368|285341|G3500|S|59110368|285341
217704485560722|2100400|Barren River Area Development District (Outer) PUMA|8751454986|121670012|G6120|S||||||||8659873939|121462145
217704485560722|2100400|Barren River Area Development District (Outer) PUMA|8751454986|121670012|G6120|S|27070195734324|31276|Franklin, KY Urban Area|21591964|46538|G3500|S|21591964|46538
217704485560722|2100400|Barren River Area Development District (Outer) PUMA|8751454986|121670012|G6120|S|27070118416655|33436|Glasgow, KY Urban Area|30556418|63731|G3500|S|30556418|63731
217704485560722|2100400|Barren River Area Development District (Outer) PUMA|8751454986|121670012|G6120|S|27070109219860|40186|Horse Cave, KY Urban Area|9567924|42693|G3500|S|9567924|42693
217704485560722|2100400|Barren River Area Development District (Outer) PUMA|8751454986|121670012|G6120|S|27070195734325|71344|Portland, TN--KY Urban Area|28151130|38238|G3500|S|130753|3363
217704485560722|2100400|Barren River Area Development District (Outer) PUMA|8751454986|121670012|G6120|S|27070184301541|76960|Russellville, KY Urban Area|17371567|35488|G3500|S|17371567|35488
217704485560722|2100400|Barren River Area Development District (Outer) PUMA|8751454986|121670012|G6120|S|27070117806632|80173|Scottsville, KY Urban Area|12362421|16054|G3500|S|12362421|16054
217704485562403|2100500|Barren River Area Development District (Central)--Warren County PUMA|1403039303|15145759|G6120|S||||||||1267903687|14385707
217704485562403|2100500|Barren River Area Development District (Central)--Warren County PUMA|1403039303|15145759|G6120|S|27070368673165|09379|Bowling Green, KY Urban Area|135135616|760052|G3500|S|135135616|760052
217704485558555|2100600|Lake Cumberland Area Development District (West) PUMA|5589408796|167999115|G6120|S||||||||5558657735|167590782
217704485558555|2100600|Lake Cumberland Area Development District (West) PUMA|5589408796|167999115|G6120|S|27070116523492|13159|Campbellsville, KY Urban Area|21990766|308844|G3500|S|21990766|308844
217704485558555|2100600|Lake Cumberland Area Development District (West) PUMA|5589408796|167999115|G6120|S|27070117453532|18883|Columbia, KY Urban Area|8760295|99489|G3500|S|8760295|99489
217704485557843|2100700|Lake Cumberland Area Development District (East) PUMA|3997383052|126559757|G6120|S||||||||3879934170|125163825
217704485557843|2100700|Lake Cumberland Area Development District (East) PUMA|3997383052|126559757|G6120|S|27070117180318|58816|Monticello, KY Urban Area|16714040|104567|G3500|S|16714040|104567
217704485557843|2100700|Lake Cumberland Area Development District (East) PUMA|3997383052|126559757|G6120|S|27070115470041|82900|Somerset, KY Urban Area|100734842|1291365|G3500|S|100734842|1291365
217704485564386|2100800|Cumberland Valley Area Development District (North) PUMA|4053403641|37305446|G6120|S||||||||3964052135|36919377
217704485564386|2100800|Cumberland Valley Area Development District (North) PUMA|4053403641|37305446|G6120|S|270704485565818|51131|London--Corbin, KY Urban Area|124174916|615683|G3500|S|89351506|386069
217704485557237|2100900|Cumberland Valley Area Development District (South) PUMA|4270963887|33950071|G6120|S||||||||4177175127|32520905
217704485557237|2100900|Cumberland Valley Area Development District (South) PUMA|4270963887|33950071|G6120|S|27070178838221|05032|Barbourville, KY Urban Area|13718477|73476|G3500|S|13718477|73476
217704485557237|2100900|Cumberland Valley Area Development District (South) PUMA|4270963887|33950071|G6120|S|27070161802774|36865|Harlan, KY Urban Area|12437244|598920|G3500|S|12437244|598920
217704485557237|2100900|Cumberland Valley Area Development District (South) PUMA|4270963887|33950071|G6120|S|270704485565818|51131|London--Corbin, KY Urban Area|124174916|615683|G3500|S|34823410|229614
217704485557237|2100900|Cumberland Valley Area Development District (South) PUMA|4270963887|33950071|G6120|S|27070203431106|56818|Middlesborough, KY--TN Urban Area|30537568|253480|G3500|S|19289910|253480
217704485557237|2100900|Cumberland Valley Area Development District (South) PUMA|4270963887|33950071|G6120|S|27070126841889|95401|Williamsburg, KY Urban Area|13519719|273676|G3500|S|13519719|273676
217704485556343|2101000|Kentucky River Area Development District PUMA|6606696524|40413746|G6120|S||||||||6586628865|39637660
217704485556343|2101000|Kentucky River Area Development District PUMA|6606696524|40413746|G6120|S|27070193468335|37837|Hazard, KY Urban Area|20067659|776086|G3500|S|20067659|776086
217704485555410|2101100|Big Sandy Area Development District PUMA|5128286907|21052426|G6120|S||||||||5073537335|19265849
217704485555410|2101100|Big Sandy Area Development District PUMA|5128286907|21052426|G6120|S|27070177459497|66997|Paintsville, KY Urban Area|11625366|274779|G3500|S|11625366|274779
217704485555410|2101100|Big Sandy Area Development District PUMA|5128286907|21052426|G6120|S|27070194161066|69373|Pikeville, KY Urban Area|26408247|444455|G3500|S|26408247|444455
217704485555410|2101100|Big Sandy Area Development District PUMA|5128286907|21052426|G6120|S|27070388596569|72208|Prestonsburg, KY Urban Area|16715959|1067343|G3500|S|16715959|1067343
217704485564966|2101200|Lincoln Trail Area Development District (East/West) PUMA|6978139003|161926770|G6120|S||||||||6913639900|161593032
217704485564966|2101200|Lincoln Trail Area Development District (East/West) PUMA|6978139003|161926770|G6120|S|27070121231245|05059|Bardstown, KY Urban Area|34627012|272635|G3500|S|34627012|272635
217704485564966|2101200|Lincoln Trail Area Development District (East/West) PUMA|6978139003|161926770|G6120|S|270704485566695|26750|Elizabethtown--Radcliff, KY Urban Area|144587421|1299087|G3500|S|2935078|1569
217704485564966|2101200|Lincoln Trail Area Development District (East/West) PUMA|6978139003|161926770|G6120|S|27070115121005|48529|Lebanon, KY Urban Area|12799893|32353|G3500|S|12799893|32353
217704485564966|2101200|Lincoln Trail Area Development District (East/West) PUMA|6978139003|161926770|G6120|S|27070401253354|48934|Leitchfield, KY Urban Area|14137120|27181|G3500|S|14137120|27181
217704485460536|2101300|Lincoln Trail Area Development District (Central)--Hardin County PUMA|1614586535|17428816|G6120|S||||||||1472934192|16131298
217704485460536|2101300|Lincoln Trail Area Development District (Central)--Hardin County PUMA|1614586535|17428816|G6120|S|270704485566695|26750|Elizabethtown--Radcliff, KY Urban Area|144587421|1299087|G3500|S|141652343|1297518
217704485459044|2101400|Green River Area Development District (Outer) PUMA|5539201416|199713051|G6120|S||||||||5488639113|199422013
217704485459044|2101400|Green River Area Development District (Outer) PUMA|5539201416|199713051|G6120|S|27070192586597|06085|Beaver Dam, KY Urban Area|8811959|24352|G3500|S|8811959|24352
217704485459044|2101400|Green River Area Development District (Outer) PUMA|5539201416|199713051|G6120|S|2707032391318086|38258|Henderson, KY Urban Area|39523336|263905|G3500|S|39523336|263905
217704485459044|2101400|Green River Area Development District (Outer) PUMA|5539201416|199713051|G6120|S|27070115942363|86950|Tell City, IN--KY Urban Area|13120762|2897|G3500|S|2227008|2781
217704485459491|2101500|Green River Area Development District (Central)--Daviess County PUMA|1187227811|46825915|G6120|S||||||||1092956345|46314078
217704485459491|2101500|Green River Area Development District (Central)--Daviess County PUMA|1187227811|46825915|G6120|S|27070142608109|66484|Owensboro, KY Urban Area|94271466|511837|G3500|S|94271466|511837
217704485561895|2101600|KIPDA Area Development District (South) PUMA|1252978604|21102985|G6120|S||||||||1158239181|20259239
217704485561895|2101600|KIPDA Area Development District (South) PUMA|1252978604|21102985|G6120|S|270704485566696|51755|Louisville/Jefferson County, KY--IN Urban Area|1038222036|20274471|G3500|S|61058945|675054
217704485561895|2101600|KIPDA Area Development District (South) PUMA|1252978604|21102985|G6120|S|2707032391318091|60502|Mount Washington, KY Urban Area|33680478|168692|G3500|S|33680478|168692
217704485485329|2101701|KIPDA Area Development District (Central)--Louisville/Jefferson Co (Northwest) PUMA|83900382|10907376|G6120|S||||||||1144302|3593703
217704485485329|2101701|KIPDA Area Development District (Central)--Louisville/Jefferson Co (Northwest) PUMA|83900382|10907376|G6120|S|270704485566696|51755|Louisville/Jefferson County, KY--IN Urban Area|1038222036|20274471|G3500|S|82756080|7313673
217704485550626|2101702|KIPDA Area Development District (Central)--Louisville/Jefferson Co (North Central) PUMA|80478008|4822403|G6120|S|270704485566696|51755|Louisville/Jefferson County, KY--IN Urban Area|1038222036|20274471|G3500|S|80478008|4822403
217704485550837|2101703|KIPDA Area Development District (Central)--Louisville/Jefferson Co (Northeast) PUMA|167048419|9420042|G6120|S||||||||29388176|7926302
217704485550837|2101703|KIPDA Area Development District (Central)--Louisville/Jefferson Co (Northeast) PUMA|167048419|9420042|G6120|S|270704485566696|51755|Louisville/Jefferson County, KY--IN Urban Area|1038222036|20274471|G3500|S|137660243|1493740
217704485565437|2101704|KIPDA Area Development District (Central)--Louisville/Jefferson Co (Southeast) PUMA|266121764|3586062|G6120|S||||||||140357489|2768912
217704485565437|2101704|KIPDA Area Development District (Central)--Louisville/Jefferson Co (Southeast) PUMA|266121764|3586062|G6120|S|270704485566696|51755|Louisville/Jefferson County, KY--IN Urban Area|1038222036|20274471|G3500|S|125764275|817150
217704485565166|2101705|KIPDA Area Development District (Central)--Louisville/Jefferson Co (South Central) PUMA|139805331|1380559|G6120|S||||||||15171208|453498
217704485565166|2101705|KIPDA Area Development District (Central)--Louisville/Jefferson Co (South Central) PUMA|139805331|1380559|G6120|S|270704485566696|51755|Louisville/Jefferson County, KY--IN Urban Area|1038222036|20274471|G3500|S|124634123|927061
217704485461008|2101706|KIPDA Area Development District (Central)--Louisville/Jefferson Co (Southwest) PUMA|248917836|13396856|G6120|S||||||||68333836|11858135
217704485461008|2101706|KIPDA Area Development District (Central)--Louisville/Jefferson Co (Southwest) PUMA|248917836|13396856|G6120|S|270704485566696|51755|Louisville/Jefferson County, KY--IN Urban Area|1038222036|20274471|G3500|S|180584000|1538721
217704485551293|2101800|KIPDA Area Development District (Northeast) PUMA|2602829800|62543563|G6120|S||||||||2475629571|60853661
217704485551293|2101800|KIPDA Area Development District (Northeast) PUMA|2602829800|62543563|G6120|S|2707032391318084|46288|La Grange, KY Urban Area|52298532|868644|G3500|S|52298532|868644
217704485551293|2101800|KIPDA Area Development District (Northeast) PUMA|2602829800|62543563|G6120|S|270704485566696|51755|Louisville/Jefferson County, KY--IN Urban Area|1038222036|20274471|G3500|S|45153016|445374
217704485551293|2101800|KIPDA Area Development District (Northeast) PUMA|2602829800|62543563|G6120|S|27070116266994|81307|Shelbyville, KY Urban Area|29748681|375884|G3500|S|29748681|375884
217704485566436|2101901|Bluegrass Area Development District (Central)--Lexington-Fayette County (Central) PUMA|71359161|776970|G6120|S|27070102602453|49582|Lexington-Fayette, KY Urban Area|217543130|2056356|G3500|S|71359161|776970
217704485566135|2101902|Bluegrass Area Development District (Central)--Lexington-Fayette County (North) PUMA|500324882|1963869|G6120|S||||||||412831894|1576995
217704485566135|2101902|Bluegrass Area Development District (Central)--Lexington-Fayette County (North) PUMA|500324882|1963869|G6120|S|27070102602452|32977|Georgetown, KY Urban Area|39007124|394485|G3500|S|33505|0
217704485566135|2101902|Bluegrass Area Development District (Central)--Lexington-Fayette County (North) PUMA|500324882|1963869|G6120|S|27070102602453|49582|Lexington-Fayette, KY Urban Area|217543130|2056356|G3500|S|87459483|386874
2177029559435934|2101903|Blugrass Area Development District (Central)--Lexington-Fayette County (South) PUMA|162933465|2179776|G6120|S||||||||109633228|1305531
2177029559435934|2101903|Blugrass Area Development District (Central)--Lexington-Fayette County (South) PUMA|162933465|2179776|G6120|S|27070102602453|49582|Lexington-Fayette, KY Urban Area|217543130|2056356|G3500|S|53300237|874245
217704485565772|2102000|Bluegrass Area Development District (West) PUMA|2199383722|32183913|G6120|S||||||||2087196629|30627379
217704485565772|2102000|Bluegrass Area Development District (West) PUMA|2199383722|32183913|G6120|S|27070103875919|31249|Frankfort, KY Urban Area|57830360|1336195|G3500|S|57830360|1336195
217704485565772|2102000|Bluegrass Area Development District (West) PUMA|2199383722|32183913|G6120|S|27070120599732|37216|Harrodsburg, KY Urban Area|16905659|42574|G3500|S|16905659|42574
217704485565772|2102000|Bluegrass Area Development District (West) PUMA|2199383722|32183913|G6120|S|27070117987789|48259|Lawrenceburg, KY Urban Area|16978097|76658|G3500|S|16978097|76658
217704485565772|2102000|Bluegrass Area Development District (West) PUMA|2199383722|32183913|G6120|S|27070127529823|90433|Versailles, KY Urban Area|20472977|101107|G3500|S|20472977|101107
217704485566000|2102100|Bluegrass Area Development District (South) PUMA|2371054408|31701031|G6120|S||||||||2294808190|31399568
217704485566000|2102100|Bluegrass Area Development District (South) PUMA|2371054408|31701031|G6120|S|27070114003625|22231|Danville, KY Urban Area|35260301|135784|G3500|S|35260301|135784
217704485566000|2102100|Bluegrass Area Development District (South) PUMA|2371054408|31701031|G6120|S|27070102602453|49582|Lexington-Fayette, KY Urban Area|217543130|2056356|G3500|S|5424249|18267
217704485566000|2102100|Bluegrass Area Development District (South) PUMA|2371054408|31701031|G6120|S|27070112574998|63244|Nicholasville, KY Urban Area|31018898|130082|G3500|S|31018898|130082
217704485566000|2102100|Bluegrass Area Development District (South) PUMA|2371054408|31701031|G6120|S|27070112574999|95887|Wilmore, KY Urban Area|4542770|17330|G3500|S|4542770|17330
217704485566382|2102200|Bluegrass Area Development District (Southeast) PUMA|2251814618|24760090|G6120|S||||||||2153667589|24315734
217704485566382|2102200|Bluegrass Area Development District (Southeast) PUMA|2251814618|24760090|G6120|S|27070267519357|07165|Berea, KY Urban Area|29728875|133829|G3500|S|29728875|133829
217704485566382|2102200|Bluegrass Area Development District (Southeast) PUMA|2251814618|24760090|G6120|S|27070145098647|41806|Irvine, KY Urban Area|7182930|0|G3500|S|7182930|0
217704485566382|2102200|Bluegrass Area Development District (Southeast) PUMA|2251814618|24760090|G6120|S|27070267519358|74665|Richmond, KY Urban Area|61235224|310527|G3500|S|61235224|310527
217704485563613|2102300|Bluegrass Area Development District (Northeast) PUMA|3433224692|34464766|G6120|S||||||||3334585720|33714871
217704485563613|2102300|Bluegrass Area Development District (Northeast) PUMA|3433224692|34464766|G6120|S|27070108527771|21853|Cynthiana, KY Urban Area|7740229|143012|G3500|S|7740229|143012
217704485563613|2102300|Bluegrass Area Development District (Northeast) PUMA|3433224692|34464766|G6120|S|27070102602452|32977|Georgetown, KY Urban Area|39007124|394485|G3500|S|38973619|394485
217704485563613|2102300|Bluegrass Area Development District (Northeast) PUMA|3433224692|34464766|G6120|S|27070204666605|67510|Paris, KY Urban Area|14575644|68666|G3500|S|14575644|68666
217704485563613|2102300|Bluegrass Area Development District (Northeast) PUMA|3433224692|34464766|G6120|S|27070141225316|96049|Winchester, KY Urban Area|37349480|143732|G3500|S|37349480|143732
217704485553470|2102400|Northern Kentucky Area Development District (North Central)--Kenton County PUMA|415150789|10405456|G6120|S||||||||233099293|3913124
217704485553470|2102400|Northern Kentucky Area Development District (North Central)--Kenton County PUMA|415150789|10405456|G6120|S|27070106254510|16885|Cincinnati, OH--KY Urban Area|1948383614|22192733|G3500|S|182051496|6492332
217704485553025|2102500|Northern Kentucky Area Development District (Northwest)--Boone County PUMA|637882924|26460891|G6120|S||||||||439735275|26161247
217704485553025|2102500|Northern Kentucky Area Development District (Northwest)--Boone County PUMA|637882924|26460891|G6120|S|27070106254510|16885|Cincinnati, OH--KY Urban Area|1948383614|22192733|G3500|S|198147649|299644
217704485552268|2102600|Northern Kentucky Area Development District (Outer) PUMA|3275362904|87052797|G6120|S||||||||3179876693|81847768
217704485552268|2102600|Northern Kentucky Area Development District (Outer) PUMA|3275362904|87052797|G6120|S|27070119875228|14050|Carrollton, KY Urban Area|9107568|61320|G3500|S|9107568|61320
217704485552268|2102600|Northern Kentucky Area Development District (Outer) PUMA|3275362904|87052797|G6120|S|27070106254510|16885|Cincinnati, OH--KY Urban Area|1948383614|22192733|G3500|S|86378643|5143709
217704485554039|2102700|Buffalo Trace & Gateway Area Development Districts PUMA|7031424416|118942435|G6120|S||||||||6961132812|115125014
217704485554039|2102700|Buffalo Trace & Gateway Area Development Districts PUMA|7031424416|118942435|G6120|S|27070189481290|55819|Maysville, KY--OH Urban Area|23205815|3909454|G3500|S|19001158|3369913
217704485554039|2102700|Buffalo Trace & Gateway Area Development Districts PUMA|7031424416|118942435|G6120|S|27070195177626|59167|Morehead, KY Urban Area|21037256|315358|G3500|S|21037256|315358
217704485554039|2102700|Buffalo Trace & Gateway Area Development Districts PUMA|7031424416|118942435|G6120|S|27070190293478|60274|Mount Sterling, KY Urban Area|30253190|132150|G3500|S|30253190|132150
217704485554735|2102800|FIVCO Area Development District PUMA|4050070459|52400400|G6120|S||||||||3911911942|42493251
217704485554735|2102800|FIVCO Area Development District PUMA|4050070459|52400400|G6120|S|27070208560550|34651|Grayson, KY Urban Area|13474116|226747|G3500|S|13474116|226747
217704485554735|2102800|FIVCO Area Development District PUMA|4050070459|52400400|G6120|S|27070159982328|40753|Huntington, WV--KY--OH Urban Area|333783727|27113022|G3500|S|110544565|8776881
217704485554735|2102800|FIVCO Area Development District PUMA|4050070459|52400400|G6120|S|27070180352102|51580|Louisa, KY--WV Urban Area|9410544|215570|G3500|S|7264241|39005
217704485554735|2102800|FIVCO Area Development District PUMA|4050070459|52400400|G6120|S|27070159982329|71533|Portsmouth, OH--KY Urban Area|55134167|1791632|G3500|S|6875595|864516
217704485230570|2200101|Coordinating & Development Corporation 1--Shreveport City (North) PUMA|1422097979|130264635|G6120|S||||||||1267774244|127796460
217704485230570|2200101|Coordinating & Development Corporation 1--Shreveport City (North) PUMA|1422097979|130264635|G6120|S|27070145012889|81739|Shreveport, LA Urban Area|468381155|6661335|G3500|S|154323735|2468175
2177029550310653|2200102|Coordinating & Development Corporation 2--Shreveport City (South) PUMA|855714458|18835035|G6120|S||||||||678360402|17491351
2177029550310653|2200102|Coordinating & Development Corporation 2--Shreveport City (South) PUMA|855714458|18835035|G6120|S|27070145012889|81739|Shreveport, LA Urban Area|468381155|6661335|G3500|S|177354056|1343684
217704484411463|2200200|Coordinating & Development Corporation 3--Bossier & Webster Parishes PUMA|3710959754|126973293|G6120|S||||||||3510088792|123770740
217704484411463|2200200|Coordinating & Development Corporation 3--Bossier & Webster Parishes PUMA|3710959754|126973293|G6120|S|27070145012886|07084|Benton, LA Urban Area|11591813|17419|G3500|S|11591813|17419
217704484411463|2200200|Coordinating & Development Corporation 3--Bossier & Webster Parishes PUMA|3710959754|126973293|G6120|S|27070160141940|57493|Minden, LA Urban Area|33455136|233934|G3500|S|33455136|233934
217704484411463|2200200|Coordinating & Development Corporation 3--Bossier & Webster Parishes PUMA|3710959754|126973293|G6120|S|27070145012889|81739|Shreveport, LA Urban Area|468381155|6661335|G3500|S|136703364|2849476
217704484411463|2200200|Coordinating & Development Corporation 3--Bossier & Webster Parishes PUMA|3710959754|126973293|G6120|S|27070160141942|84061|Springhill, LA Urban Area|19120649|101724|G3500|S|19120649|101724
217704484482415|2200300|Coordinating & Development Corporation 4--Northwest Louisiana PUMA|14045895816|638641102|G6120|S||||||||13943414274|637225513
217704484482415|2200300|Coordinating & Development Corporation 4--Northwest Louisiana PUMA|14045895816|638641102|G6120|S|27070147132069|54064|Mansfield, LA Urban Area|10513660|67874|G3500|S|10513660|67874
217704484482415|2200300|Coordinating & Development Corporation 4--Northwest Louisiana PUMA|14045895816|638641102|G6120|S|27070507954150|61354|Natchitoches, LA Urban Area|28661363|1203849|G3500|S|28661363|1203849
217704484482415|2200300|Coordinating & Development Corporation 4--Northwest Louisiana PUMA|14045895816|638641102|G6120|S|27070286626288|76987|Ruston, LA Urban Area|63306519|143866|G3500|S|63306519|143866
217704485231726|2200400|North Delta Regional Planning & Development District 1--Ouachita Parish PUMA|1580795917|55329753|G6120|S||||||||1345183312|49635978
217704485231726|2200400|North Delta Regional Planning & Development District 1--Ouachita Parish PUMA|1580795917|55329753|G6120|S|2707070336881|58330|Monroe, LA Urban Area|235612605|5693775|G3500|S|235612605|5693775
217704484687020|2200500|North Delta Regional Planning & Development District 2--Northeast Louisiana PUMA|15432882503|437801669|G6120|S||||||||15373019913|437544408
217704484687020|2200500|North Delta Regional Planning & Development District 2--Northeast Louisiana PUMA|15432882503|437801669|G6120|S|2707070025709|05437|Bastrop, LA Urban Area|26749993|105190|G3500|S|26749993|105190
217704484687020|2200500|North Delta Regional Planning & Development District 2--Northeast Louisiana PUMA|15432882503|437801669|G6120|S|2707069453774|43372|Jonesboro, LA Urban Area|14770919|152071|G3500|S|14770919|152071
217704484687020|2200500|North Delta Regional Planning & Development District 2--Northeast Louisiana PUMA|15432882503|437801669|G6120|S|2707069989201|86518|Tallulah, LA Urban Area|9703650|0|G3500|S|9703650|0
217704484687020|2200500|North Delta Regional Planning & Development District 2--Northeast Louisiana PUMA|15432882503|437801669|G6120|S|27070116138478|90487|Vicksburg, MS--LA Urban Area|62875577|642133|G3500|S|279701|0
217704484687020|2200500|North Delta Regional Planning & Development District 2--Northeast Louisiana PUMA|15432882503|437801669|G6120|S|2707069249342|96481|Winnsboro, LA Urban Area|8358327|0|G3500|S|8358327|0
217704484859215|2200600|Kisatchie Delta Regional Planning & Development District 1 PUMA|11538566380|470050318|G6120|S||||||||11483400389|470031215
217704484859215|2200600|Kisatchie Delta Regional Planning & Development District 1 PUMA|11538566380|470050318|G6120|S|2707069118226|29683|Ferriday, LA Urban Area|12525970|0|G3500|S|12525970|0
217704484859215|2200600|Kisatchie Delta Regional Planning & Development District 1 PUMA|11538566380|470050318|G6120|S|27070118362044|54793|Marksville, LA Urban Area|16607947|0|G3500|S|16607947|0
217704484859215|2200600|Kisatchie Delta Regional Planning & Development District 1 PUMA|11538566380|470050318|G6120|S|2707069118227|61327|Natchez, MS--LA Urban Area|57990889|38388|G3500|S|14495792|19103
217704484859215|2200600|Kisatchie Delta Regional Planning & Development District 1 PUMA|11538566380|470050318|G6120|S|27070103318742|96427|Winnfield, LA Urban Area|11536282|0|G3500|S|11536282|0
217704485229196|2200700|Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes PUMA|6856042507|141605728|G6120|S||||||||6638161959|139551727
217704485229196|2200700|Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes PUMA|6856042507|141605728|G6120|S|27070120234487|01279|Alexandria, LA Urban Area|167600150|1851472|G3500|S|167600150|1851472
217704485229196|2200700|Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes PUMA|6856042507|141605728|G6120|S|27070118665992|23662|DeRidder, LA Urban Area|37627641|224195|G3500|S|7962836|37019
217704485229196|2200700|Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes PUMA|6856042507|141605728|G6120|S|27070120751163|30871|Fort Polk South, LA Urban Area|24493975|65357|G3500|S|24493975|65357
217704485229196|2200700|Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes PUMA|6856042507|141605728|G6120|S|27070120751164|48853|Leesville, LA Urban Area|17823587|100153|G3500|S|17823587|100153
2177029550310655|2200801|Imperial Calcasieu Regional Planning & Development District 1 (North) PUMA|6873657954|74763394|G6120|S||||||||6667879398|73393627
2177029550310655|2200801|Imperial Calcasieu Regional Planning & Development District 1 (North) PUMA|6873657954|74763394|G6120|S|27070118665992|23662|DeRidder, LA Urban Area|37627641|224195|G3500|S|29664805|187176
2177029550310655|2200801|Imperial Calcasieu Regional Planning & Development District 1 (North) PUMA|6873657954|74763394|G6120|S|27070162653927|46531|Lake Charles, LA Urban Area|330850319|2314379|G3500|S|163810281|1124780
2177029550310655|2200801|Imperial Calcasieu Regional Planning & Development District 1 (North) PUMA|6873657954|74763394|G6120|S|27070118086851|64297|Oakdale, LA Urban Area|12303470|57811|G3500|S|12303470|57811
2177029550310651|2200901|Imperial Calcasieu Regional Planning & Development District 2 (South) PUMA|5868577307|1743104426|G6120|S||||||||5681602787|1741867991
2177029550310651|2200901|Imperial Calcasieu Regional Planning & Development District 2 (South) PUMA|5868577307|1743104426|G6120|S|27070282916926|43021|Jennings, LA Urban Area|19934482|46836|G3500|S|19934482|46836
2177029550310651|2200901|Imperial Calcasieu Regional Planning & Development District 2 (South) PUMA|5868577307|1743104426|G6120|S|27070162653927|46531|Lake Charles, LA Urban Area|330850319|2314379|G3500|S|167040038|1189599
217704485233545|2201000|Acadiana Regional Development District 1--St. Landry & Evangeline Parishes PUMA|4108911382|83675734|G6120|S||||||||4030609123|83524797
217704485233545|2201000|Acadiana Regional Development District 1--St. Landry & Evangeline Parishes PUMA|4108911382|83675734|G6120|S|2707072926810|28144|Eunice, LA Urban Area|18473203|78619|G3500|S|16893286|78619
217704485233545|2201000|Acadiana Regional Development District 1--St. Landry & Evangeline Parishes PUMA|4108911382|83675734|G6120|S|2707069323163|46045|Lafayette, LA Urban Area|417506929|532069|G3500|S|559797|0
