OID_ZCTA5_10|GEOID_ZCTA5_10|NAMELSAD_ZCTA5_10|AREALAND_ZCTA5_10|AREAWATER_ZCTA5_10|MTFCC_ZCTA5_10|CLASSFP_ZCTA5_10|FUNCSTAT_ZCTA5_10|OID_ZCTA5_20|GEOID_ZCTA5_20|NAMELSAD_ZCTA5_20|AREALAND_ZCTA5_20|AREAWATER_ZCTA5_20|MTFCC_ZCTA5_20|CLASSFP_ZCTA5_20|FUNCSTAT_ZCTA5_20|AREALAND_PART|AREAWATER_PART
221404257891300|19063|ZCTA5 19063|59771589|712931|G6350|B5|S|2217026263542720|19052|ZCTA5 19052|686056|0|G6350|B5|S|686056|0
221404257891300|19063|ZCTA5 19063|59771589|712931|G6350|B5|S|221704257891300|19063|ZCTA5 19063|65006866|1422862|G6350|B5|S|57169127|712931
221404257891300|19063|ZCTA5 19063|59771589|712931|G6350|B5|S|221704257891761|19073|ZCTA5 19073|53167164|335277|G6350|B5|S|434343|0
221404257891300|19063|ZCTA5 19063|59771589|712931|G6350|B5|S|221704257891982|19086|ZCTA5 19086|10368257|0|G6350|B5|S|318548|0
221404257891300|19063|ZCTA5 19063|59771589|712931|G6350|B5|S|221704257895281|19342|ZCTA5 19342|51206199|112651|G6350|B5|S|18196|0
221404257891362|19064|ZCTA5 19064|20620032|71147|G6350|B5|S|221704257889625|19008|ZCTA5 19008|16931844|3127|G6350|B5|S|38985|0
221404257891362|19064|ZCTA5 19064|20620032|71147|G6350|B5|S|221704257891300|19063|ZCTA5 19063|65006866|1422862|G6350|B5|S|2242999|25406
221404257891362|19064|ZCTA5 19064|20620032|71147|G6350|B5|S|221704257891362|19064|ZCTA5 19064|18511287|45741|G6350|B5|S|18299796|45741
221404257891362|19064|ZCTA5 19064|20620032|71147|G6350|B5|S|221704257891709|19070|ZCTA5 19070|2745322|0|G6350|B5|S|14217|0
221404257891362|19064|ZCTA5 19064|20620032|71147|G6350|B5|S|221704257891856|19081|ZCTA5 19081|5599795|0|G6350|B5|S|24035|0
221404257891365|19066|ZCTA5 19066|3534597|0|G6350|B5|S|221704257891365|19066|ZCTA5 19066|3452085|0|G6350|B5|S|3385487|0
221404257891365|19066|ZCTA5 19066|3534597|0|G6350|B5|S|221704257891731|19072|ZCTA5 19072|8229835|146975|G6350|B5|S|149110|0
221404257891671|19067|ZCTA5 19067|73833253|6370141|G6350|B5|S|221704257887777|18940|ZCTA5 18940|89550990|556369|G6350|B5|S|59321|0
221404257891671|19067|ZCTA5 19067|73833253|6370141|G6350|B5|S|221704257889146|18977|ZCTA5 18977|11371829|1161735|G6350|B5|S|208198|1156
221404257891671|19067|ZCTA5 19067|73833253|6370141|G6350|B5|S|221704257890354|19030|ZCTA5 19030|13086210|696324|G6350|B5|S|1238706|479960
221404257891671|19067|ZCTA5 19067|73833253|6370141|G6350|B5|S|221704257890967|19047|ZCTA5 19047|44674563|1117416|G6350|B5|S|305698|0
221404257891671|19067|ZCTA5 19067|73833253|6370141|G6350|B5|S|221704257891146|19054|ZCTA5 19054|10700566|345197|G6350|B5|S|47181|0
221404257891671|19067|ZCTA5 19067|73833253|6370141|G6350|B5|S|221704257891671|19067|ZCTA5 19067|81621530|14167136|G6350|B5|S|71974149|5889025
221404257891709|19070|ZCTA5 19070|2807442|0|G6350|B5|S|221704257890466|19033|ZCTA5 19033|3075912|0|G6350|B5|S|13747|0
221404257891709|19070|ZCTA5 19070|2807442|0|G6350|B5|S|221704257890783|19043|ZCTA5 19043|1035485|0|G6350|B5|S|8426|0
221404257891709|19070|ZCTA5 19070|2807442|0|G6350|B5|S|221704257891362|19064|ZCTA5 19064|18511287|45741|G6350|B5|S|21445|0
221404257891709|19070|ZCTA5 19070|2807442|0|G6350|B5|S|221704257891709|19070|ZCTA5 19070|2745322|0|G6350|B5|S|2710840|0
221404257891709|19070|ZCTA5 19070|2807442|0|G6350|B5|S|221704257891856|19081|ZCTA5 19081|5599795|0|G6350|B5|S|52984|0
221404257891731|19072|ZCTA5 19072|8312793|146975|G6350|B5|S|221704257890523|19035|ZCTA5 19035|12200388|111334|G6350|B5|S|89622|0
221404257891731|19072|ZCTA5 19072|8312793|146975|G6350|B5|S|221704257891365|19066|ZCTA5 19066|3452085|0|G6350|B5|S|36056|0
221404257891731|19072|ZCTA5 19072|8312793|146975|G6350|B5|S|221704257891731|19072|ZCTA5 19072|8229835|146975|G6350|B5|S|7971361|146975
221404257891731|19072|ZCTA5 19072|8312793|146975|G6350|B5|S|221704257892187|19096|ZCTA5 19096|9038856|0|G6350|B5|S|215754|0
221404257891761|19073|ZCTA5 19073|53611663|1013430|G6350|B5|S|221704257889625|19008|ZCTA5 19008|16931844|3127|G6350|B5|S|73289|0
221404257891761|19073|ZCTA5 19073|53611663|1013430|G6350|B5|S|221704257891300|19063|ZCTA5 19063|65006866|1422862|G6350|B5|S|189052|684525
221404257891761|19073|ZCTA5 19073|53611663|1013430|G6350|B5|S|221704257891761|19073|ZCTA5 19073|53167164|335277|G6350|B5|S|51356184|328215
221404257891761|19073|ZCTA5 19073|53611663|1013430|G6350|B5|S|221704257895047|19312|ZCTA5 19312|24776099|217288|G6350|B5|S|950438|690
221404257891761|19073|ZCTA5 19073|53611663|1013430|G6350|B5|S|221704257895281|19342|ZCTA5 19342|51206199|112651|G6350|B5|S|834854|0
221404257891761|19073|ZCTA5 19073|53611663|1013430|G6350|B5|S|221704257895624|19380|ZCTA5 19380|78908926|841992|G6350|B5|S|18171|0
221404257891761|19073|ZCTA5 19073|53611663|1013430|G6350|B5|S|221704257895660|19382|ZCTA5 19382|119475347|1381475|G6350|B5|S|189675|0
221404257891770|19074|ZCTA5 19074|2014560|95819|G6350|B5|S|221704257891770|19074|ZCTA5 19074|2014560|95819|G6350|B5|S|2014560|95819
221404257891773|19075|ZCTA5 19075|5852587|27173|G6350|B5|S|221704257890252|19025|ZCTA5 19025|8354490|0|G6350|B5|S|420776|0
221404257891773|19075|ZCTA5 19075|5852587|27173|G6350|B5|S|221704257890706|19038|ZCTA5 19038|21236908|4216|G6350|B5|S|611766|0
221404257891773|19075|ZCTA5 19075|5852587|27173|G6350|B5|S|221704257891773|19075|ZCTA5 19075|4839789|27173|G6350|B5|S|4820045|27173
221404257891787|19076|ZCTA5 19076|1937268|25546|G6350|B5|S|221704257891787|19076|ZCTA5 19076|1937322|33747|G6350|B5|S|1937119|25546
221404257891787|19076|ZCTA5 19076|1937268|25546|G6350|B5|S|221704257891835|19078|ZCTA5 19078|5263377|503432|G6350|B5|S|149|0
221404257891835|19078|ZCTA5 19078|5236571|68083|G6350|B5|S|221704257891787|19076|ZCTA5 19076|1937322|33747|G6350|B5|S|203|0
221404257891835|19078|ZCTA5 19078|5236571|68083|G6350|B5|S|221704257891835|19078|ZCTA5 19078|5263377|503432|G6350|B5|S|5236368|68083
221404257891847|19079|ZCTA5 19079|4783114|392783|G6350|B5|S|221704257890394|19032|ZCTA5 19032|3225244|455837|G6350|B5|S|594001|374461
221404257891847|19079|ZCTA5 19079|4783114|392783|G6350|B5|S|221704257891847|19079|ZCTA5 19079|4189113|18322|G6350|B5|S|4189113|18322
221404257891856|19081|ZCTA5 19081|5786066|0|G6350|B5|S|221704257890466|19033|ZCTA5 19033|3075912|0|G6350|B5|S|251979|0
221404257891856|19081|ZCTA5 19081|5786066|0|G6350|B5|S|221704257891856|19081|ZCTA5 19081|5599795|0|G6350|B5|S|5470778|0
221404257891856|19081|ZCTA5 19081|5786066|0|G6350|B5|S|221704257892096|19094|ZCTA5 19094|2126503|0|G6350|B5|S|63309|0
221404257891924|19082|ZCTA5 19082|6694973|0|G6350|B5|S|221704257890287|19026|ZCTA5 19026|9423161|0|G6350|B5|S|26017|0
221404257891924|19082|ZCTA5 19082|6694973|0|G6350|B5|S|221704257891078|19050|ZCTA5 19050|9480815|0|G6350|B5|S|866|0
221404257891924|19082|ZCTA5 19082|6694973|0|G6350|B5|S|221704257891924|19082|ZCTA5 19082|6670362|0|G6350|B5|S|6668090|0
221404257891934|19083|ZCTA5 19083|14391693|0|G6350|B5|S|221704257889241|19003|ZCTA5 19003|5218952|0|G6350|B5|S|30377|0
221404257891934|19083|ZCTA5 19083|14391693|0|G6350|B5|S|221704257890287|19026|ZCTA5 19026|9423161|0|G6350|B5|S|14735|0
221404257891934|19083|ZCTA5 19083|14391693|0|G6350|B5|S|221704257891924|19082|ZCTA5 19082|6670362|0|G6350|B5|S|1437|0
221404257891934|19083|ZCTA5 19083|14391693|0|G6350|B5|S|221704257891934|19083|ZCTA5 19083|14485759|0|G6350|B5|S|14322066|0
221404257891934|19083|ZCTA5 19083|14391693|0|G6350|B5|S|221704257892187|19096|ZCTA5 19096|9038856|0|G6350|B5|S|23078|0
221404257891981|19085|ZCTA5 19085|15655452|11386|G6350|B5|S|221704257889639|19010|ZCTA5 19010|21893509|9817|G6350|B5|S|419150|0
221404257891981|19085|ZCTA5 19085|15655452|11386|G6350|B5|S|221704257891981|19085|ZCTA5 19085|16133784|11386|G6350|B5|S|15202480|11386
221404257891981|19085|ZCTA5 19085|15655452|11386|G6350|B5|S|221704257892022|19087|ZCTA5 19087|40454528|81135|G6350|B5|S|33822|0
221404257891982|19086|ZCTA5 19086|9985047|0|G6350|B5|S|221704257891300|19063|ZCTA5 19063|65006866|1422862|G6350|B5|S|55423|0
221404257891982|19086|ZCTA5 19086|9985047|0|G6350|B5|S|221704257891982|19086|ZCTA5 19086|10368257|0|G6350|B5|S|9924320|0
221404257891982|19086|ZCTA5 19086|9985047|0|G6350|B5|S|221704257892096|19094|ZCTA5 19094|2126503|0|G6350|B5|S|5304|0
221404257892022|19087|ZCTA5 19087|41332467|83638|G6350|B5|S|221704257891761|19073|ZCTA5 19073|53167164|335277|G6350|B5|S|116842|0
221404257892022|19087|ZCTA5 19087|41332467|83638|G6350|B5|S|221704257891981|19085|ZCTA5 19085|16133784|11386|G6350|B5|S|478049|0
221404257892022|19087|ZCTA5 19087|41332467|83638|G6350|B5|S|221704257892022|19087|ZCTA5 19087|40454528|81135|G6350|B5|S|40016478|81135
221404257892022|19087|ZCTA5 19087|41332467|83638|G6350|B5|S|221704257895126|19333|ZCTA5 19333|9570702|36442|G6350|B5|S|414267|2503
221404257892022|19087|ZCTA5 19087|41332467|83638|G6350|B5|S|221704257895885|19406|ZCTA5 19406|34819276|661807|G6350|B5|S|62378|0
221404257892022|19087|ZCTA5 19087|41332467|83638|G6350|B5|S|221704257896122|19428|ZCTA5 19428|18921281|949640|G6350|B5|S|244453|0
221404257892079|19090|ZCTA5 19090|13917828|12540|G6350|B5|S|221704257889161|19001|ZCTA5 19001|8287176|0|G6350|B5|S|20959|0
221404257892079|19090|ZCTA5 19090|13917828|12540|G6350|B5|S|221704257889423|19006|ZCTA5 19006|34394556|0|G6350|B5|S|189301|0
221404257892079|19090|ZCTA5 19090|13917828|12540|G6350|B5|S|221704257890252|19025|ZCTA5 19025|8354490|0|G6350|B5|S|57965|0
221404257892079|19090|ZCTA5 19090|13917828|12540|G6350|B5|S|221704257890763|19040|ZCTA5 19040|15403165|0|G6350|B5|S|83918|0
221404257892079|19090|ZCTA5 19090|13917828|12540|G6350|B5|S|221704257890810|19044|ZCTA5 19044|23318118|0|G6350|B5|S|1919180|0
221404257892079|19090|ZCTA5 19090|13917828|12540|G6350|B5|S|221704257892079|19090|ZCTA5 19090|11923541|12540|G6350|B5|S|11646505|12540
221404257892096|19094|ZCTA5 19094|2077578|0|G6350|B5|S|221704257890466|19033|ZCTA5 19033|3075912|0|G6350|B5|S|28935|0
221404257892096|19094|ZCTA5 19094|2077578|0|G6350|B5|S|221704257891835|19078|ZCTA5 19078|5263377|503432|G6350|B5|S|2654|0
221404257892096|19094|ZCTA5 19094|2077578|0|G6350|B5|S|221704257892096|19094|ZCTA5 19094|2126503|0|G6350|B5|S|2045989|0
221404257892120|19095|ZCTA5 19095|5471105|0|G6350|B5|S|221704257890306|19027|ZCTA5 19027|10186538|4072|G6350|B5|S|50453|0
221404257892120|19095|ZCTA5 19095|5471105|0|G6350|B5|S|221704257890706|19038|ZCTA5 19038|21236908|4216|G6350|B5|S|72314|0
221404257892120|19095|ZCTA5 19095|5471105|0|G6350|B5|S|221704257892120|19095|ZCTA5 19095|5360621|0|G6350|B5|S|5348338|0
221404257892187|19096|ZCTA5 19096|9074987|0|G6350|B5|S|221704257889241|19003|ZCTA5 19003|5218952|0|G6350|B5|S|246661|0
221404257892187|19096|ZCTA5 19096|9074987|0|G6350|B5|S|221704257891731|19072|ZCTA5 19072|8229835|146975|G6350|B5|S|20816|0
221404257892187|19096|ZCTA5 19096|9074987|0|G6350|B5|S|221704257891934|19083|ZCTA5 19083|14485759|0|G6350|B5|S|26460|0
221404257892187|19096|ZCTA5 19096|9074987|0|G6350|B5|S|221704257892187|19096|ZCTA5 19096|9038856|0|G6350|B5|S|8781050|0
221404257892191|19102|ZCTA5 19102|489137|0|G6350|B5|S|221704257892191|19102|ZCTA5 19102|483441|0|G6350|B5|S|463351|0
221404257892191|19102|ZCTA5 19102|489137|0|G6350|B5|S|221704257892220|19103|ZCTA5 19103|1671814|58399|G6350|B5|S|25786|0
221404257892220|19103|ZCTA5 19103|1655032|35179|G6350|B5|S|221704257892191|19102|ZCTA5 19102|483441|0|G6350|B5|S|7359|0
221404257892220|19103|ZCTA5 19103|1655032|35179|G6350|B5|S|221704257892220|19103|ZCTA5 19103|1671814|58399|G6350|B5|S|1623660|35179
221404257892220|19103|ZCTA5 19103|1655032|35179|G6350|B5|S|221704257894451|19146|ZCTA5 19146|4464988|218070|G6350|B5|S|24013|0
221404257892367|19104|ZCTA5 19104|7807980|305141|G6350|B5|S|221704257892220|19103|ZCTA5 19103|1671814|58399|G6350|B5|S|0|6934
221404257892367|19104|ZCTA5 19104|7807980|305141|G6350|B5|S|221704257892367|19104|ZCTA5 19104|7927199|323403|G6350|B5|S|7779953|298207
221404257892367|19104|ZCTA5 19104|7807980|305141|G6350|B5|S|221704257893424|19131|ZCTA5 19131|13652897|530798|G6350|B5|S|13221|0
221404257892367|19104|ZCTA5 19104|7807980|305141|G6350|B5|S|221704257893956|19139|ZCTA5 19139|4580552|4018|G6350|B5|S|4071|0
221404257892367|19104|ZCTA5 19104|7807980|305141|G6350|B5|S|221704257894140|19143|ZCTA5 19143|8069374|167424|G6350|B5|S|10735|0
221404257892432|19106|ZCTA5 19106|2080502|1042726|G6350|B5|S|221704257892432|19106|ZCTA5 19106|2201641|1548489|G6350|B5|S|2033387|1042726
221404257892432|19106|ZCTA5 19106|2080502|1042726|G6350|B5|S|221704257892453|19107|ZCTA5 19107|1408994|0|G6350|B5|S|292|0
221404257892432|19106|ZCTA5 19106|2080502|1042726|G6350|B5|S|221704257892961|19123|ZCTA5 19123|3266555|305265|G6350|B5|S|32288|0
221404257892432|19106|ZCTA5 19106|2080502|1042726|G6350|B5|S|221704257894634|19147|ZCTA5 19147|3464835|0|G6350|B5|S|14535|0
221404257892453|19107|ZCTA5 19107|1422738|0|G6350|B5|S|221704257892432|19106|ZCTA5 19106|2201641|1548489|G6350|B5|S|2945|0
221404257892453|19107|ZCTA5 19107|1422738|0|G6350|B5|S|221704257892453|19107|ZCTA5 19107|1408994|0|G6350|B5|S|1407708|0
221404257892453|19107|ZCTA5 19107|1422738|0|G6350|B5|S|221704257892961|19123|ZCTA5 19123|3266555|305265|G6350|B5|S|2142|0
221404257892453|19107|ZCTA5 19107|1422738|0|G6350|B5|S|221704257894634|19147|ZCTA5 19147|3464835|0|G6350|B5|S|9943|0
221404257892454|19109|ZCTA5 19109|8800|0|G6350|B5|S|221704257892454|19109|ZCTA5 19109|8800|0|G6350|B5|S|8800|0
221404257892540|19111|ZCTA5 19111|12515813|729|G6350|B5|S|221704257892540|19111|ZCTA5 19111|12550018|729|G6350|B5|S|12260282|729
221404257892540|19111|ZCTA5 19111|12515813|729|G6350|B5|S|221704257892885|19120|ZCTA5 19120|8376391|34913|G6350|B5|S|15174|0
221404257892540|19111|ZCTA5 19111|12515813|729|G6350|B5|S|221704257893093|19124|ZCTA5 19124|13324440|101179|G6350|B5|S|101360|0
221404257892540|19111|ZCTA5 19111|12515813|729|G6350|B5|S|221704257894877|19149|ZCTA5 19149|6182875|0|G6350|B5|S|77496|0
221404257892540|19111|ZCTA5 19111|12515813|729|G6350|B5|S|221704257894946|19152|ZCTA5 19152|7464035|53601|G6350|B5|S|61501|0
221404257892541|19112|ZCTA5 19112|4520884|3334810|G6350|B5|S|221704257892541|19112|ZCTA5 19112|4591616|3334810|G6350|B5|S|4520884|3334810
221404257892550|19113|ZCTA5 19113|9053039|0|G6350|B5|S|221704257890316|19029|ZCTA5 19029|5626718|4526659|G6350|B5|S|91991|0
221404257892550|19113|ZCTA5 19113|9053039|0|G6350|B5|S|221704257892550|19113|ZCTA5 19113|1741455|0|G6350|B5|S|1513210|0
221404257892550|19113|ZCTA5 19113|9053039|0|G6350|B5|S|221704257895022|19153|ZCTA5 19153|26192036|6415607|G6350|B5|S|7447838|0
221404257892600|19114|ZCTA5 19114|14540104|743697|G6350|B5|S|221704257892600|19114|ZCTA5 19114|14575124|736340|G6350|B5|S|14482633|736340
221404257892600|19114|ZCTA5 19114|14540104|743697|G6350|B5|S|221704257893802|19136|ZCTA5 19136|12427177|2273991|G6350|B5|S|1326|0
221404257892600|19114|ZCTA5 19114|14540104|743697|G6350|B5|S|221704257895034|19154|ZCTA5 19154|16570590|61176|G6350|B5|S|56145|7357
221404257892739|19115|ZCTA5 19115|14531229|151210|G6350|B5|S|221704257892540|19111|ZCTA5 19111|12550018|729|G6350|B5|S|22114|0
221404257892739|19115|ZCTA5 19115|14531229|151210|G6350|B5|S|221704257892739|19115|ZCTA5 19115|13369507|122668|G6350|B5|S|13347079|122668
221404257892739|19115|ZCTA5 19115|14531229|151210|G6350|B5|S|221704257892778|19116|ZCTA5 19116|13522844|12579|G6350|B5|S|642108|248
221404257892739|19115|ZCTA5 19115|14531229|151210|G6350|B5|S|221704257894946|19152|ZCTA5 19152|7464035|53601|G6350|B5|S|519928|28294
221404257892778|19116|ZCTA5 19116|12962448|12331|G6350|B5|S|221704257892600|19114|ZCTA5 19114|14575124|736340|G6350|B5|S|17672|0
221404257892778|19116|ZCTA5 19116|12962448|12331|G6350|B5|S|221704257892739|19115|ZCTA5 19115|13369507|122668|G6350|B5|S|22428|0
221404257892778|19116|ZCTA5 19116|12962448|12331|G6350|B5|S|221704257892778|19116|ZCTA5 19116|13522844|12579|G6350|B5|S|12880736|12331
221404257892778|19116|ZCTA5 19116|12962448|12331|G6350|B5|S|221704257895034|19154|ZCTA5 19154|16570590|61176|G6350|B5|S|41612|0
221404257892821|19118|ZCTA5 19118|8276057|109207|G6350|B5|S|221704257892821|19118|ZCTA5 19118|8301042|145235|G6350|B5|S|7916236|97647
221404257892821|19118|ZCTA5 19118|8276057|109207|G6350|B5|S|221704257892861|19119|ZCTA5 19119|8813880|6422|G6350|B5|S|6714|0
221404257892821|19118|ZCTA5 19118|8276057|109207|G6350|B5|S|221704257893220|19128|ZCTA5 19128|18090586|232522|G6350|B5|S|339264|11560
221404257892821|19118|ZCTA5 19118|8276057|109207|G6350|B5|S|221704257896189|19444|ZCTA5 19444|12508951|0|G6350|B5|S|13843|0
221404257892861|19119|ZCTA5 19119|8388505|13088|G6350|B5|S|221704257892821|19118|ZCTA5 19118|8301042|145235|G6350|B5|S|0|6666
221404257892861|19119|ZCTA5 19119|8388505|13088|G6350|B5|S|221704257892861|19119|ZCTA5 19119|8813880|6422|G6350|B5|S|8167528|6422
221404257892861|19119|ZCTA5 19119|8388505|13088|G6350|B5|S|221704257893881|19138|ZCTA5 19138|4569169|0|G6350|B5|S|125751|0
221404257892861|19119|ZCTA5 19119|8388505|13088|G6350|B5|S|221704257894157|19144|ZCTA5 19144|9293798|53094|G6350|B5|S|87284|0
221404257892861|19119|ZCTA5 19119|8388505|13088|G6350|B5|S|221704257894933|19150|ZCTA5 19150|3830067|0|G6350|B5|S|7942|0
221404257892885|19120|ZCTA5 19120|8817384|73295|G6350|B5|S|221704257889644|19012|ZCTA5 19012|4528808|0|G6350|B5|S|21|0
221404257892885|19120|ZCTA5 19120|8817384|73295|G6350|B5|S|221704257892885|19120|ZCTA5 19120|8376391|34913|G6350|B5|S|8288789|30167
221404257892885|19120|ZCTA5 19120|8817384|73295|G6350|B5|S|221704257893093|19124|ZCTA5 19124|13324440|101179|G6350|B5|S|378548|3784
221404257892885|19120|ZCTA5 19120|8817384|73295|G6350|B5|S|221704257893163|19126|ZCTA5 19126|3081406|39344|G6350|B5|S|74470|39344
221404257892885|19120|ZCTA5 19120|8817384|73295|G6350|B5|S|221704257894020|19140|ZCTA5 19140|8164407|0|G6350|B5|S|47659|0
221404257892885|19120|ZCTA5 19120|8817384|73295|G6350|B5|S|221704257894056|19141|ZCTA5 19141|4520532|0|G6350|B5|S|27897|0
221404257892933|19121|ZCTA5 19121|5914144|156879|G6350|B5|S|221704257892933|19121|ZCTA5 19121|6130997|446070|G6350|B5|S|5877138|156879
221404257892933|19121|ZCTA5 19121|5914144|156879|G6350|B5|S|221704257893250|19130|ZCTA5 19130|3205055|206483|G6350|B5|S|23184|0
221404257892933|19121|ZCTA5 19121|5914144|156879|G6350|B5|S|221704257893639|19132|ZCTA5 19132|5579209|73606|G6350|B5|S|13822|0
221404257892952|19122|ZCTA5 19122|3287167|0|G6350|B5|S|221704257892952|19122|ZCTA5 19122|3349412|0|G6350|B5|S|3241394|0
221404257892952|19122|ZCTA5 19122|3287167|0|G6350|B5|S|221704257892961|19123|ZCTA5 19123|3266555|305265|G6350|B5|S|32433|0
221404257892952|19122|ZCTA5 19122|3287167|0|G6350|B5|S|221704257893101|19125|ZCTA5 19125|3502063|494739|G6350|B5|S|3767|0
221404257892952|19122|ZCTA5 19122|3287167|0|G6350|B5|S|221704257893659|19133|ZCTA5 19133|3323302|6252|G6350|B5|S|9573|0
221404257892961|19123|ZCTA5 19123|3282946|305265|G6350|B5|S|221704257892432|19106|ZCTA5 19106|2201641|1548489|G6350|B5|S|13072|0
221404257892961|19123|ZCTA5 19123|3282946|305265|G6350|B5|S|2217026263542724|19108|ZCTA5 19108|17134|0|G6350|B5|S|17134|0
221404257892961|19123|ZCTA5 19123|3282946|305265|G6350|B5|S|221704257892952|19122|ZCTA5 19122|3349412|0|G6350|B5|S|45552|0
221404257892961|19123|ZCTA5 19123|3282946|305265|G6350|B5|S|221704257892961|19123|ZCTA5 19123|3266555|305265|G6350|B5|S|3199692|305265
221404257892961|19123|ZCTA5 19123|3282946|305265|G6350|B5|S|221704257893101|19125|ZCTA5 19125|3502063|494739|G6350|B5|S|7496|0
221404257893093|19124|ZCTA5 19124|12627433|88930|G6350|B5|S|221704257892885|19120|ZCTA5 19120|8376391|34913|G6350|B5|S|4000|4127
221404257893093|19124|ZCTA5 19124|12627433|88930|G6350|B5|S|221704257893093|19124|ZCTA5 19124|13324440|101179|G6350|B5|S|12568696|77368
221404257893093|19124|ZCTA5 19124|12627433|88930|G6350|B5|S|221704257893732|19134|ZCTA5 19134|8925216|783398|G6350|B5|S|20682|0
221404257893093|19124|ZCTA5 19124|12627433|88930|G6350|B5|S|221704257893815|19137|ZCTA5 19137|6272693|2173652|G6350|B5|S|18138|7435
221404257893093|19124|ZCTA5 19124|12627433|88930|G6350|B5|S|221704257894877|19149|ZCTA5 19149|6182875|0|G6350|B5|S|15917|0
221404257893101|19125|ZCTA5 19125|3564061|494739|G6350|B5|S|221704257892952|19122|ZCTA5 19122|3349412|0|G6350|B5|S|59643|0
221404257893101|19125|ZCTA5 19125|3564061|494739|G6350|B5|S|221704257893101|19125|ZCTA5 19125|3502063|494739|G6350|B5|S|3439489|494739
221404257893101|19125|ZCTA5 19125|3564061|494739|G6350|B5|S|221704257893659|19133|ZCTA5 19133|3323302|6252|G6350|B5|S|9503|0
221404257893101|19125|ZCTA5 19125|3564061|494739|G6350|B5|S|221704257893732|19134|ZCTA5 19134|8925216|783398|G6350|B5|S|55426|0
221404257893163|19126|ZCTA5 19126|2960293|0|G6350|B5|S|221704257893163|19126|ZCTA5 19126|3081406|39344|G6350|B5|S|2954617|0
221404257893163|19126|ZCTA5 19126|2960293|0|G6350|B5|S|221704257893881|19138|ZCTA5 19138|4569169|0|G6350|B5|S|5676|0
221404257893183|19127|ZCTA5 19127|1423538|284420|G6350|B5|S|221704257893183|19127|ZCTA5 19127|1478233|299634|G6350|B5|S|1396379|284420
221404257893183|19127|ZCTA5 19127|1423538|284420|G6350|B5|S|221704257893220|19128|ZCTA5 19128|18090586|232522|G6350|B5|S|27159|0
221404257893220|19128|ZCTA5 19128|18274571|266776|G6350|B5|S|221704257892821|19118|ZCTA5 19118|8301042|145235|G6350|B5|S|300433|40922
221404257893220|19128|ZCTA5 19128|18274571|266776|G6350|B5|S|221704257892861|19119|ZCTA5 19119|8813880|6422|G6350|B5|S|589204|0
221404257893220|19128|ZCTA5 19128|18274571|266776|G6350|B5|S|221704257893183|19127|ZCTA5 19127|1478233|299634|G6350|B5|S|81854|15214
221404257893220|19128|ZCTA5 19128|18274571|266776|G6350|B5|S|221704257893220|19128|ZCTA5 19128|18090586|232522|G6350|B5|S|17272375|210640
221404257893220|19128|ZCTA5 19128|18274571|266776|G6350|B5|S|221704257896122|19428|ZCTA5 19428|18921281|949640|G6350|B5|S|14235|0
221404257893220|19128|ZCTA5 19128|18274571|266776|G6350|B5|S|221704257896189|19444|ZCTA5 19444|12508951|0|G6350|B5|S|16470|0
221404257893248|19129|ZCTA5 19129|5693537|256133|G6350|B5|S|221704257889254|19004|ZCTA5 19004|6960750|99392|G6350|B5|S|406|2315
221404257893248|19129|ZCTA5 19129|5693537|256133|G6350|B5|S|221704257893220|19128|ZCTA5 19128|18090586|232522|G6350|B5|S|14083|4211
221404257893248|19129|ZCTA5 19129|5693537|256133|G6350|B5|S|221704257893248|19129|ZCTA5 19129|5312932|226301|G6350|B5|S|5272073|226301
221404257893248|19129|ZCTA5 19129|5693537|256133|G6350|B5|S|221704257893639|19132|ZCTA5 19132|5579209|73606|G6350|B5|S|102985|0
221404257893248|19129|ZCTA5 19129|5693537|256133|G6350|B5|S|221704257894020|19140|ZCTA5 19140|8164407|0|G6350|B5|S|110717|0
221404257893248|19129|ZCTA5 19129|5693537|256133|G6350|B5|S|221704257894157|19144|ZCTA5 19144|9293798|53094|G6350|B5|S|193273|23306
221404257893250|19130|ZCTA5 19130|3352046|222769|G6350|B5|S|221704257892191|19102|ZCTA5 19102|483441|0|G6350|B5|S|12731|0
221404257893250|19130|ZCTA5 19130|3352046|222769|G6350|B5|S|221704257892220|19103|ZCTA5 19103|1671814|58399|G6350|B5|S|17885|16286
221404257893250|19130|ZCTA5 19130|3352046|222769|G6350|B5|S|221704257892933|19121|ZCTA5 19121|6130997|446070|G6350|B5|S|139559|0
221404257893250|19130|ZCTA5 19130|3352046|222769|G6350|B5|S|221704257893250|19130|ZCTA5 19130|3205055|206483|G6350|B5|S|3181871|206483
221404257893424|19131|ZCTA5 19131|13664429|895004|G6350|B5|S|221704257889254|19004|ZCTA5 19004|6960750|99392|G6350|B5|S|3531|1409
221404257893424|19131|ZCTA5 19131|13664429|895004|G6350|B5|S|221704257892367|19104|ZCTA5 19104|7927199|323403|G6350|B5|S|1642|0
221404257893424|19131|ZCTA5 19131|13664429|895004|G6350|B5|S|221704257892933|19121|ZCTA5 19121|6130997|446070|G6350|B5|S|0|289191
221404257893424|19131|ZCTA5 19131|13664429|895004|G6350|B5|S|221704257893424|19131|ZCTA5 19131|13652897|530798|G6350|B5|S|13606969|530798
