OID_PUMA5_20|GEOID_PUMA5_20|NAMELSAD_PUMA5_20|AREALAND_PUMA5_20|AREAWATER_PUMA5_20|MTFCC_PUMA5_20|FUNCSTAT_PUMA5_20|OID_ZCTA5_20|GEOID_ZCTA5_20|NAMELSAD_ZCTA5_20|AREALAND_ZCTA5_20|AREAWATER_ZCTA5_20|MTFCC_ZCTA5_20|CLASSFP_ZCTA5_20|FUNCSTAT_ZCTA5_20|AREALAND_PART|AREAWATER_PART
217704485961329|3603002|Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA|135227088|28074624|G6120|S|221704257873358|10994|ZCTA5 10994|16027519|988682|G6350|B5|S|15955126|988682
217704485961330|3603003|Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA|122882642|1766587|G6120|S|221704257870999|10901|ZCTA5 10901|60975142|262573|G6350|B5|S|45921433|236278
217704485961330|3603003|Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA|122882642|1766587|G6120|S|221704257871819|10931|ZCTA5 10931|6419454|75000|G6350|B5|S|6419454|75000
217704485961330|3603003|Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA|122882642|1766587|G6120|S|221704257872256|10952|ZCTA5 10952|23169619|49894|G6350|B5|S|12537777|45320
217704485961330|3603003|Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA|122882642|1766587|G6120|S|221704257872376|10956|ZCTA5 10956|39937099|2044951|G6350|B5|S|2324301|0
217704485961330|3603003|Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA|122882642|1766587|G6120|S|221704257872770|10970|ZCTA5 10970|29047081|508379|G6350|B5|S|17323311|496736
217704485961330|3603003|Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA|122882642|1766587|G6120|S|221704257872813|10974|ZCTA5 10974|19192352|881949|G6350|B5|S|19056983|881949
217704485961330|3603003|Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA|122882642|1766587|G6120|S|221704257872915|10977|ZCTA5 10977|29162673|38632|G6350|B5|S|19299383|31304
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|||||||||1556|47660905
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257866279|10510|ZCTA5 10510|26167168|266009|G6350|B5|S|25697856|238698
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257866287|10511|ZCTA5 10511|3894002|135491|G6350|B5|S|3894002|135491
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257866569|10514|ZCTA5 10514|32952964|294226|G6350|B5|S|3333892|5847
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257866646|10517|ZCTA5 10517|911166|0|G6350|B5|S|911166|0
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257866756|10520|ZCTA5 10520|37423358|3535635|G6350|B5|S|32264136|2641884
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257867320|10532|ZCTA5 10532|6059316|10073|G6350|B5|S|6059316|10073
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257867438|10537|ZCTA5 10537|2778443|246092|G6350|B5|S|566954|0
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257867626|10545|ZCTA5 10545|323894|0|G6350|B5|S|323894|0
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257867653|10547|ZCTA5 10547|12686484|500810|G6350|B5|S|1875146|0
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257867698|10548|ZCTA5 10548|5339864|137045|G6350|B5|S|5339864|137045
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257868159|10562|ZCTA5 10562|34999316|1413539|G6350|B5|S|14633761|93955
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257868290|10566|ZCTA5 10566|11245243|599227|G6350|B5|S|11245243|599227
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257868352|10567|ZCTA5 10567|58316435|1097847|G6350|B5|S|55409203|1088923
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257868449|10570|ZCTA5 10570|18441825|222178|G6350|B5|S|18441825|222178
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257869453|10591|ZCTA5 10591|24360182|571462|G6350|B5|S|13626056|195434
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257869476|10594|ZCTA5 10594|6680322|0|G6350|B5|S|6680322|0
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257869491|10595|ZCTA5 10595|13778011|2436686|G6350|B5|S|12443981|2436686
217704485962213|3603102|Westchester County (Northwest) PUMA|214290728|55748150|G6120|S|221704257869492|10596|ZCTA5 10596|1542555|281804|G6350|B5|S|1542555|281804
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257865739|10501|ZCTA5 10501|4123875|3860|G6350|B5|S|4123875|3860
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257865895|10504|ZCTA5 10504|41781352|4666629|G6350|B5|S|41781352|4666629
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257865900|10505|ZCTA5 10505|2007327|0|G6350|B5|S|2007327|0
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257865965|10506|ZCTA5 10506|43080639|603412|G6350|B5|S|43080639|603412
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257865996|10507|ZCTA5 10507|19239414|121168|G6350|B5|S|19239414|121168
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257866196|10509|ZCTA5 10509|93434341|8651989|G6350|B5|S|85723|0
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257866279|10510|ZCTA5 10510|26167168|266009|G6350|B5|S|469312|27311
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257866569|10514|ZCTA5 10514|32952964|294226|G6350|B5|S|29619072|288379
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257866648|10518|ZCTA5 10518|9866163|159106|G6350|B5|S|9866163|159106
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257866651|10519|ZCTA5 10519|647231|57955|G6350|B5|S|647231|57955
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257866756|10520|ZCTA5 10520|37423358|3535635|G6350|B5|S|5159222|893751
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257867115|10526|ZCTA5 10526|9189313|1279066|G6350|B5|S|9189313|1279066
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257867116|10527|ZCTA5 10527|5786727|6329|G6350|B5|S|5786727|6329
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257867367|10535|ZCTA5 10535|1178155|154348|G6350|B5|S|1178155|154348
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257867436|10536|ZCTA5 10536|68937559|7271581|G6350|B5|S|68937559|7271581
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|2217026265990947|10540|ZCTA5 10540|1394970|27777|G6350|B5|S|1394970|27777
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257867542|10541|ZCTA5 10541|64141890|4263048|G6350|B5|S|2537714|89210
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257867628|10546|ZCTA5 10546|3122927|12947|G6350|B5|S|3122927|12947
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257867653|10547|ZCTA5 10547|12686484|500810|G6350|B5|S|10811338|500810
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257867778|10549|ZCTA5 10549|49451202|1633816|G6350|B5|S|49451202|1633816
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257867958|10560|ZCTA5 10560|54139930|3544254|G6350|B5|S|54139930|3544254
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257868159|10562|ZCTA5 10562|34999316|1413539|G6350|B5|S|20365555|1319584
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257868352|10567|ZCTA5 10567|58316435|1097847|G6350|B5|S|2907232|8924
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257868614|10576|ZCTA5 10576|58025007|2305642|G6350|B5|S|58025007|2305642
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257868648|10578|ZCTA5 10578|4557576|928248|G6350|B5|S|4557576|928248
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257869199|10588|ZCTA5 10588|4210374|69152|G6350|B5|S|4092179|69152
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257869306|10589|ZCTA5 10589|17825867|754770|G6350|B5|S|17825867|754770
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257869336|10590|ZCTA5 10590|34506753|1118881|G6350|B5|S|34506753|1118881
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257869491|10595|ZCTA5 10595|13778011|2436686|G6350|B5|S|46607|0
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257869493|10597|ZCTA5 10597|8494671|645493|G6350|B5|S|8494671|645493
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257869609|10598|ZCTA5 10598|65435104|6154256|G6350|B5|S|65435104|6154256
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257869705|10603|ZCTA5 10603|8725223|19223|G6350|B5|S|1535977|0
217704485961309|3603103|Westchester County (Northeast) PUMA|583478502|36112213|G6120|S|221704257869730|10604|ZCTA5 10604|17487112|3353995|G6350|B5|S|3056809|1465554
2177029923010810|3603110|Westchester County (Southeast)--White Plains & Rye City PUMA|98708376|39009912|G6120|S|||||||||154349|36201090
2177029923010810|3603110|Westchester County (Southeast)--White Plains & Rye City PUMA|98708376|39009912|G6120|S|221704257867206|10528|ZCTA5 10528|9787224|3801|G6350|B5|S|9784945|3801
2177029923010810|3603110|Westchester County (Southeast)--White Plains & Rye City PUMA|98708376|39009912|G6120|S|221704257868601|10573|ZCTA5 10573|14162379|274392|G6350|B5|S|14162379|274392
2177029923010810|3603110|Westchester County (Southeast)--White Plains & Rye City PUMA|98708376|39009912|G6120|S|221704257868624|10577|ZCTA5 10577|17172662|83550|G6350|B5|S|17172662|83550
2177029923010810|3603110|Westchester County (Southeast)--White Plains & Rye City PUMA|98708376|39009912|G6120|S|221704257868820|10580|ZCTA5 10580|21633637|518758|G6350|B5|S|21588007|518758
2177029923010810|3603110|Westchester County (Southeast)--White Plains & Rye City PUMA|98708376|39009912|G6120|S|221704257869611|10601|ZCTA5 10601|1672300|0|G6350|B5|S|1672300|0
2177029923010810|3603110|Westchester County (Southeast)--White Plains & Rye City PUMA|98708376|39009912|G6120|S|221704257869705|10603|ZCTA5 10603|8725223|19223|G6350|B5|S|1926332|12500
2177029923010810|3603110|Westchester County (Southeast)--White Plains & Rye City PUMA|98708376|39009912|G6120|S|221704257869730|10604|ZCTA5 10604|17487112|3353995|G6350|B5|S|14430303|1888441
2177029923010810|3603110|Westchester County (Southeast)--White Plains & Rye City PUMA|98708376|39009912|G6120|S|221704257869845|10605|ZCTA5 10605|13910950|27380|G6350|B5|S|13910950|27380
2177029923010810|3603110|Westchester County (Southeast)--White Plains & Rye City PUMA|98708376|39009912|G6120|S|221704257869890|10606|ZCTA5 10606|3843643|0|G6350|B5|S|3817903|0
2177029923010810|3603110|Westchester County (Southeast)--White Plains & Rye City PUMA|98708376|39009912|G6120|S|221704257869931|10607|ZCTA5 10607|5544989|12442|G6350|B5|S|88246|0
2177029923010805|3603111|Westchester County (Central) PUMA|95836605|14995165|G6120|S|||||||||0|14337378
2177029923010805|3603111|Westchester County (Central) PUMA|95836605|14995165|G6120|S|221704257865783|10502|ZCTA5 10502|5397234|0|G6350|B5|S|5397234|0
2177029923010805|3603111|Westchester County (Central) PUMA|95836605|14995165|G6120|S|221704257865789|10503|ZCTA5 10503|38497|0|G6350|B5|S|38497|0
2177029923010805|3603111|Westchester County (Central) PUMA|95836605|14995165|G6120|S|221704257866894|10522|ZCTA5 10522|6328659|1772|G6350|B5|S|6328659|1772
2177029923010805|3603111|Westchester County (Central) PUMA|95836605|14995165|G6120|S|221704257867049|10523|ZCTA5 10523|9442168|5284|G6350|B5|S|9442168|5284
2177029923010805|3603111|Westchester County (Central) PUMA|95836605|14995165|G6120|S|221704257867241|10530|ZCTA5 10530|10138211|21972|G6350|B5|S|10138211|21972
2177029923010805|3603111|Westchester County (Central) PUMA|95836605|14995165|G6120|S|221704257867366|10533|ZCTA5 10533|9209214|145138|G6350|B5|S|9209214|145138
2177029923010805|3603111|Westchester County (Central) PUMA|95836605|14995165|G6120|S|221704257867614|10543|ZCTA5 10543|11093308|373055|G6350|B5|S|316034|0
2177029923010805|3603111|Westchester County (Central) PUMA|95836605|14995165|G6120|S|221704257869129|10583|ZCTA5 10583|32186058|96922|G6350|B5|S|25169183|88428
2177029923010805|3603111|Westchester County (Central) PUMA|95836605|14995165|G6120|S|221704257869453|10591|ZCTA5 10591|24360182|571462|G6350|B5|S|10734126|376028
2177029923010805|3603111|Westchester County (Central) PUMA|95836605|14995165|G6120|S|221704257869491|10595|ZCTA5 10595|13778011|2436686|G6350|B5|S|1287423|0
2177029923010805|3603111|Westchester County (Central) PUMA|95836605|14995165|G6120|S|221704257869705|10603|ZCTA5 10603|8725223|19223|G6350|B5|S|5262914|6723
2177029923010805|3603111|Westchester County (Central) PUMA|95836605|14995165|G6120|S|221704257869890|10606|ZCTA5 10606|3843643|0|G6350|B5|S|25740|0
2177029923010805|3603111|Westchester County (Central) PUMA|95836605|14995165|G6120|S|221704257869931|10607|ZCTA5 10607|5544989|12442|G6350|B5|S|5456743|12442
2177029923010805|3603111|Westchester County (Central) PUMA|95836605|14995165|G6120|S|221704257869979|10701|ZCTA5 10701|11341985|0|G6350|B5|S|132760|0
2177029923010805|3603111|Westchester County (Central) PUMA|95836605|14995165|G6120|S|221704257870293|10706|ZCTA5 10706|6897699|0|G6350|B5|S|6897699|0
2177029923010811|3603112|Westchester County (Southwest)--Yonkers City PUMA|46634438|5850607|G6120|S|||||||||158766|4761153
2177029923010811|3603112|Westchester County (Southwest)--Yonkers City PUMA|46634438|5850607|G6120|S|221704257865314|10470|ZCTA5 10470|3718691|3169|G6350|B5|S|71256|0
2177029923010811|3603112|Westchester County (Southwest)--Yonkers City PUMA|46634438|5850607|G6120|S|221704257869129|10583|ZCTA5 10583|32186058|96922|G6350|B5|S|1353855|0
2177029923010811|3603112|Westchester County (Southwest)--Yonkers City PUMA|46634438|5850607|G6120|S|221704257869979|10701|ZCTA5 10701|11341985|0|G6350|B5|S|11209225|0
2177029923010811|3603112|Westchester County (Southwest)--Yonkers City PUMA|46634438|5850607|G6120|S|221704257869997|10703|ZCTA5 10703|4070489|0|G6350|B5|S|4070489|0
2177029923010811|3603112|Westchester County (Southwest)--Yonkers City PUMA|46634438|5850607|G6120|S|221704257870077|10704|ZCTA5 10704|6913768|355475|G6350|B5|S|6913768|355475
2177029923010811|3603112|Westchester County (Southwest)--Yonkers City PUMA|46634438|5850607|G6120|S|221704257870223|10705|ZCTA5 10705|5732991|59198|G6350|B5|S|5732991|59198
2177029923010811|3603112|Westchester County (Southwest)--Yonkers City PUMA|46634438|5850607|G6120|S|221704257870359|10707|ZCTA5 10707|3288551|0|G6350|B5|S|1664517|0
2177029923010811|3603112|Westchester County (Southwest)--Yonkers City PUMA|46634438|5850607|G6120|S|221704257870546|10708|ZCTA5 10708|7597173|33690|G6350|B5|S|3541391|0
2177029923010811|3603112|Westchester County (Southwest)--Yonkers City PUMA|46634438|5850607|G6120|S|221704257870650|10710|ZCTA5 10710|11921274|674781|G6350|B5|S|11918180|674781
2177029923010792|3603113|Westchester County (South Central East)--Mount Vernon City PUMA|29634745|457014|G6120|S|221704257867856|10550|ZCTA5 10550|5149451|26819|G6350|B5|S|5148364|26819
2177029923010792|3603113|Westchester County (South Central East)--Mount Vernon City PUMA|29634745|457014|G6120|S|221704257867933|10552|ZCTA5 10552|4274378|23529|G6350|B5|S|4274378|23529
2177029923010792|3603113|Westchester County (South Central East)--Mount Vernon City PUMA|29634745|457014|G6120|S|221704257867947|10553|ZCTA5 10553|1807942|0|G6350|B5|S|1807942|0
2177029923010792|3603113|Westchester County (South Central East)--Mount Vernon City PUMA|29634745|457014|G6120|S|221704257869129|10583|ZCTA5 10583|32186058|96922|G6350|B5|S|3100530|0
2177029923010792|3603113|Westchester County (South Central East)--Mount Vernon City PUMA|29634745|457014|G6120|S|221704257870359|10707|ZCTA5 10707|3288551|0|G6350|B5|S|1624034|0
2177029923010792|3603113|Westchester County (South Central East)--Mount Vernon City PUMA|29634745|457014|G6120|S|221704257870546|10708|ZCTA5 10708|7597173|33690|G6350|B5|S|4055782|33690
2177029923010792|3603113|Westchester County (South Central East)--Mount Vernon City PUMA|29634745|457014|G6120|S|221704257870577|10709|ZCTA5 10709|4028082|268518|G6350|B5|S|3986715|259477
2177029923010792|3603113|Westchester County (South Central East)--Mount Vernon City PUMA|29634745|457014|G6120|S|221704257870650|10710|ZCTA5 10710|11921274|674781|G6350|B5|S|3094|0
2177029923010792|3603113|Westchester County (South Central East)--Mount Vernon City PUMA|29634745|457014|G6120|S|221704257870896|10803|ZCTA5 10803|5729978|113499|G6350|B5|S|5633906|113499
2177029923010786|3603114|Westchester County (South Central West)--New Rochelle City PUMA|46984863|27464566|G6120|S|||||||||25792|20373333
2177029923010786|3603114|Westchester County (South Central West)--New Rochelle City PUMA|46984863|27464566|G6120|S|221704257867206|10528|ZCTA5 10528|9787224|3801|G6350|B5|S|2279|0
2177029923010786|3603114|Westchester County (South Central West)--New Rochelle City PUMA|46984863|27464566|G6120|S|221704257867474|10538|ZCTA5 10538|9101194|58775|G6350|B5|S|9101194|58775
2177029923010786|3603114|Westchester County (South Central West)--New Rochelle City PUMA|46984863|27464566|G6120|S|221704257867614|10543|ZCTA5 10543|11093308|373055|G6350|B5|S|10777274|373055
2177029923010786|3603114|Westchester County (South Central West)--New Rochelle City PUMA|46984863|27464566|G6120|S|221704257868820|10580|ZCTA5 10580|21633637|518758|G6350|B5|S|45630|0
2177029923010786|3603114|Westchester County (South Central West)--New Rochelle City PUMA|46984863|27464566|G6120|S|221704257869129|10583|ZCTA5 10583|32186058|96922|G6350|B5|S|2562490|8494
2177029923010786|3603114|Westchester County (South Central West)--New Rochelle City PUMA|46984863|27464566|G6120|S|221704257870577|10709|ZCTA5 10709|4028082|268518|G6350|B5|S|41367|9041
2177029923010786|3603114|Westchester County (South Central West)--New Rochelle City PUMA|46984863|27464566|G6120|S|221704257870885|10801|ZCTA5 10801|8870666|108492|G6350|B5|S|8870666|108492
2177029923010786|3603114|Westchester County (South Central West)--New Rochelle City PUMA|46984863|27464566|G6120|S|221704257870896|10803|ZCTA5 10803|5729978|113499|G6350|B5|S|47645|0
2177029923010786|3603114|Westchester County (South Central West)--New Rochelle City PUMA|46984863|27464566|G6120|S|221704257870924|10804|ZCTA5 10804|11079287|261576|G6350|B5|S|11079287|261576
2177029923010786|3603114|Westchester County (South Central West)--New Rochelle City PUMA|46984863|27464566|G6120|S|221704257870937|10805|ZCTA5 10805|4431239|6271800|G6350|B5|S|4431239|6271800
217704485962214|3603201|Nassau County (Northwest)--North Hempstead Town (North) PUMA|99612648|40470338|G6120|S|||||||||0|32845728
217704485962214|3603201|Nassau County (Northwest)--North Hempstead Town (North) PUMA|99612648|40470338|G6120|S|221704257873616|11020|ZCTA5 11020|4999048|128626|G6350|B5|S|4999048|128626
217704485962214|3603201|Nassau County (Northwest)--North Hempstead Town (North) PUMA|99612648|40470338|G6120|S|221704257873628|11021|ZCTA5 11021|6161441|92751|G6350|B5|S|6161441|92751
217704485962214|3603201|Nassau County (Northwest)--North Hempstead Town (North) PUMA|99612648|40470338|G6120|S|221704257873653|11023|ZCTA5 11023|4324773|239316|G6350|B5|S|4324773|239316
217704485962214|3603201|Nassau County (Northwest)--North Hempstead Town (North) PUMA|99612648|40470338|G6120|S|221704257873670|11024|ZCTA5 11024|9068228|913307|G6350|B5|S|9068228|913307
217704485962214|3603201|Nassau County (Northwest)--North Hempstead Town (North) PUMA|99612648|40470338|G6120|S|221704257873702|11030|ZCTA5 11030|17014868|478003|G6350|B5|S|17014868|478003
217704485962214|3603201|Nassau County (Northwest)--North Hempstead Town (North) PUMA|99612648|40470338|G6120|S|221704257873801|11040|ZCTA5 11040|12455623|66036|G6350|B5|S|263132|0
217704485962214|3603201|Nassau County (Northwest)--North Hempstead Town (North) PUMA|99612648|40470338|G6120|S|221704257873803|11042|ZCTA5 11042|1551548|0|G6350|B5|S|943889|0
217704485962214|3603201|Nassau County (Northwest)--North Hempstead Town (North) PUMA|99612648|40470338|G6120|S|221704257873815|11050|ZCTA5 11050|26246637|4989045|G6350|B5|S|26246637|4989045
217704485962214|3603201|Nassau County (Northwest)--North Hempstead Town (North) PUMA|99612648|40470338|G6120|S|221704257876210|11507|ZCTA5 11507|2736029|0|G6350|B5|S|54193|0
217704485962214|3603201|Nassau County (Northwest)--North Hempstead Town (North) PUMA|99612648|40470338|G6120|S|221704257876281|11547|ZCTA5 11547|1190647|374663|G6350|B5|S|241606|374663
217704485962214|3603201|Nassau County (Northwest)--North Hempstead Town (North) PUMA|99612648|40470338|G6120|S|221704257876282|11548|ZCTA5 11548|2499331|29514|G6350|B5|S|483188|0
217704485962214|3603201|Nassau County (Northwest)--North Hempstead Town (North) PUMA|99612648|40470338|G6120|S|221704257876425|11568|ZCTA5 11568|22448333|0|G6350|B5|S|14405071|0
217704485962214|3603201|Nassau County (Northwest)--North Hempstead Town (North) PUMA|99612648|40470338|G6120|S|221704257876522|11576|ZCTA5 11576|11930854|408899|G6350|B5|S|10384352|408899
217704485962214|3603201|Nassau County (Northwest)--North Hempstead Town (North) PUMA|99612648|40470338|G6120|S|221704257876555|11577|ZCTA5 11577|7646731|0|G6350|B5|S|4997527|0
217704485962214|3603201|Nassau County (Northwest)--North Hempstead Town (North) PUMA|99612648|40470338|G6120|S|221704257876657|11590|ZCTA5 11590|17364346|40187|G6350|B5|S|24695|0
217704485961311|3603202|Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA|173619430|141472713|G6120|S|||||||||4939|129213416
217704485961311|3603202|Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA|173619430|141472713|G6120|S|221704257876278|11542|ZCTA5 11542|17405851|630147|G6350|B5|S|17405851|630147
217704485961311|3603202|Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA|173619430|141472713|G6120|S|221704257876279|11545|ZCTA5 11545|29666572|3279|G6350|B5|S|29666572|3279
217704485961311|3603202|Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA|173619430|141472713|G6120|S|221704257876281|11547|ZCTA5 11547|1190647|374663|G6350|B5|S|949041|0
217704485961311|3603202|Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA|173619430|141472713|G6120|S|221704257876282|11548|ZCTA5 11548|2499331|29514|G6350|B5|S|2016143|29514
217704485961311|3603202|Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA|173619430|141472713|G6120|S|221704257876347|11560|ZCTA5 11560|19336229|166189|G6350|B5|S|19336229|166189
217704485961311|3603202|Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA|173619430|141472713|G6120|S|221704257876425|11568|ZCTA5 11568|22448333|0|G6350|B5|S|8043262|0
217704485961311|3603202|Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA|173619430|141472713|G6120|S|221704257876522|11576|ZCTA5 11576|11930854|408899|G6350|B5|S|526543|0
217704485961311|3603202|Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA|173619430|141472713|G6120|S|221704257876561|11579|ZCTA5 11579|2883031|0|G6350|B5|S|2883031|0
217704485961311|3603202|Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA|173619430|141472713|G6120|S|221704257876657|11590|ZCTA5 11590|17364346|40187|G6350|B5|S|806657|0
217704485961311|3603202|Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA|173619430|141472713|G6120|S|221704257876789|11709|ZCTA5 11709|3845388|1491801|G6350|B5|S|3845388|1491801
217704485961311|3603202|Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA|173619430|141472713|G6120|S|221704257877022|11732|ZCTA5 11732|5598608|0|G6350|B5|S|5598608|0
217704485961311|3603202|Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA|173619430|141472713|G6120|S|221704257877221|11753|ZCTA5 11753|10267902|0|G6350|B5|S|9377641|0
217704485961311|3603202|Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA|173619430|141472713|G6120|S|221704257877310|11765|ZCTA5 11765|5847641|632680|G6350|B5|S|5847641|632680
217704485961311|3603202|Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA|173619430|141472713|G6120|S|221704257877327|11771|ZCTA5 11771|28075267|8551320|G6350|B5|S|28075267|8551320
217704485961311|3603202|Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA|173619430|141472713|G6120|S|221704257877380|11791|ZCTA5 11791|32408675|713179|G6350|B5|S|26288551|713179
217704485961311|3603202|Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA|173619430|141472713|G6120|S|221704257877405|11797|ZCTA5 11797|13197682|41188|G6350|B5|S|12948066|41188
217704485962288|3603203|Nassau County (East Central)--Oyster Bay Town (Central) PUMA|59119034|71978|G6120|S|221704257876657|11590|ZCTA5 11590|17364346|40187|G6350|B5|S|469563|0
217704485962288|3603203|Nassau County (East Central)--Oyster Bay Town (Central) PUMA|59119034|71978|G6120|S|221704257876800|11714|ZCTA5 11714|10942915|0|G6350|B5|S|7562990|0
217704485962288|3603203|Nassau County (East Central)--Oyster Bay Town (Central) PUMA|59119034|71978|G6120|S|221704257877123|11735|ZCTA5 11735|27806419|10630|G6350|B5|S|3357585|0
217704485962288|3603203|Nassau County (East Central)--Oyster Bay Town (Central) PUMA|59119034|71978|G6120|S|221704257877221|11753|ZCTA5 11753|10267902|0|G6350|B5|S|890261|0
217704485962288|3603203|Nassau County (East Central)--Oyster Bay Town (Central) PUMA|59119034|71978|G6120|S|221704257877238|11756|ZCTA5 11756|14320539|64664|G6350|B5|S|23363|0
217704485962288|3603203|Nassau County (East Central)--Oyster Bay Town (Central) PUMA|59119034|71978|G6120|S|221704257877380|11791|ZCTA5 11791|32408675|713179|G6350|B5|S|6120124|0
217704485962288|3603203|Nassau County (East Central)--Oyster Bay Town (Central) PUMA|59119034|71978|G6120|S|221704257877405|11797|ZCTA5 11797|13197682|41188|G6350|B5|S|249616|0
